,LOCATION,Year,Rail Passenger KM (mil),GDP Growth Rate,Country,Population,Rail Passenger KM per capita
459,SVN,1994,590.0,5.327488,Slovenia,1988850.0,296.65384518691707
460,SVN,1995,595.0,4.10716,Slovenia,1987505.0,299.3703160495194
461,SVN,1996,613.0,3.203002,Slovenia,1991169.0,307.8593529730525
462,SVN,1997,616.0,5.049794,Slovenia,1986848.0,310.0388152490779
463,SVN,1998,645.0,3.279368,Slovenia,1982603.0,325.32988197838904
464,SVN,1999,623.0,5.332667,Slovenia,1985557.0,313.7658601591392
465,SVN,2000,705.0,3.672369,Slovenia,1990272.0,354.2229403820181
466,SVN,2001,715.0,3.216561,Slovenia,1992035.0,358.9294364807847
467,SVN,2002,749.0,3.5056,Slovenia,1995718.0,375.3035248466968
468,SVN,2003,777.0,2.96026,Slovenia,1996773.0,389.12785779855795
469,SVN,2004,764.0,4.359193,Slovenia,1997004.0,382.57309449555436
470,SVN,2005,777.0,3.79797,Slovenia,2001114.0,388.2837259646377
471,SVN,2006,793.0,5.746397,Slovenia,2008516.0,394.818861288633
472,SVN,2007,812.0,6.980162,Slovenia,2019406.0,402.0984388478592
473,SVN,2008,834.0,3.509841,Slovenia,2022629.0,412.3346397189005
474,SVN,2009,840.0,-7.548439,Slovenia,2042335.0,411.29393561781
475,SVN,2010,813.0,1.343748,Slovenia,2049261.0,396.7283815970733
476,SVN,2011,773.0,0.861329,Slovenia,2052496.0,376.6146194681987
477,SVN,2012,742.0,-2.639439,Slovenia,2056262.0,360.848957963528
478,SVN,2013,760.0,-1.029284,Slovenia,2059114.0,369.09078370600173
479,SVN,2014,697.0,2.768158,Slovenia,2061623.0,338.08315099317383
480,SVN,2015,709.0,2.210082,Slovenia,2063077.0,343.6614338679555
481,SVN,2016,680.0,3.191854,Slovenia,2064241.0,329.41890021562403
482,SVN,2017,650.0,4.815379,Slovenia,2066161.0,314.5931028608129
483,SVN,2018,656.0,4.454366,Slovenia,2070050.0,316.9005579575373
484,SVN,2019,698.0,3.451081,Slovenia,2089310.0,334.08158674394895
485,SVN,2020,397.0,-4.32137,Slovenia,2100126.0,189.03627687100678
486,SVN,2021,542.0,8.211062,Slovenia,2107007.0,257.23692422474153
487,LVA,1996,1182.0,2.588015,Latvia,2457226.0,481.03023490716765
488,LVA,1997,1148.0,8.836913,Latvia,2432851.0,471.87435646490474
489,LVA,1998,1059.0,6.335938,Latvia,2410027.0,439.41416423965376
490,LVA,1999,984.0,2.756174,Latvia,2390477.0,411.63332673771805
491,LVA,2000,715.0,5.675741,Latvia,2367549.0,302.0000853203038
492,LVA,2001,706.0,6.323508,Latvia,2337172.0,302.0744729099955
493,LVA,2002,744.0,7.088129,Latvia,2310176.0,322.0533846771848
494,LVA,2003,762.0,8.422862,Latvia,2287955.0,333.0485083841247
495,LVA,2004,811.0,8.284146,Latvia,2263123.0,358.3543625335432
496,LVA,2005,894.0,10.720366,Latvia,2238799.0,399.3212432201372
497,LVA,2006,992.0,11.971836,Latvia,2218351.0,447.1790081912195
498,LVA,2007,983.0,9.941922,Latvia,2200325.0,446.75218433640487
499,LVA,2008,951.0,-3.249121,Latvia,2177324.0,436.7746830513052
500,LVA,2009,756.0,-14.26014,Latvia,2141668.0,352.9958891854386
501,LVA,2010,749.0,-4.455567,Latvia,2097553.0,357.08275309372397
502,LVA,2011,741.0,2.573712,Latvia,2059710.0,359.759383602546
503,LVA,2012,725.0,7.042247,Latvia,2034324.0,356.3837422160875
504,LVA,2013,729.0,2.007967,Latvia,2012647.0,362.2095677980292
505,LVA,2014,649.0,1.902173,Latvia,1993785.0,325.5115270703712
506,LVA,2015,591.0,3.88526,Latvia,1977523.0,298.85872376705606
507,LVA,2016,584.0,2.368615,Latvia,1959535.0,298.02988974425057
508,LVA,2017,596.0,3.312476,Latvia,1942247.0,306.86107379751394
509,LVA,2018,624.0,3.991855,Latvia,1927170.0,323.7908435685487
510,LVA,2019,643.0,2.569704,Latvia,1913826.0,335.9762068233998
511,LVA,2020,413.0,-2.202985,Latvia,1900448.0,217.31717994914882
512,LVA,2021,360.8,4.068074,Latvia,1884488.0,191.45783894617531
513,FIN,1971,2349.0,2.35692,Finland,4612124.0,509.3098104040568
514,FIN,1972,2594.0,7.735486,Finland,4639656.0,559.093174149118
515,FIN,1973,2773.0,6.983828,Finland,4666079.0,594.2891236946481
516,FIN,1974,3047.0,3.236534,Finland,4690575.0,649.6005287198265
517,FIN,1975,3135.0,1.804898,Finland,4711440.0,665.4016606387856
518,FIN,1976,2985.0,0.344383,Finland,4725665.0,631.6571318534005
519,FIN,1977,2977.0,0.23951,Finland,4738900.0,628.2048576673911
520,FIN,1978,2983.0,2.919708,Finland,4752527.0,627.6660816445651
521,FIN,1979,3020.0,7.121926,Finland,4764691.0,633.829140231759
522,FIN,1980,3216.0,5.389047,Finland,4779537.0,672.8685226204965
523,FIN,1981,3274.0,1.315879,Finland,4799962.0,682.0887332024712
524,FIN,1982,3326.0,3.108089,Finland,4826931.0,689.0506617973201
525,FIN,1983,3339.0,3.116582,Finland,4855786.0,687.6332688466913
526,FIN,1984,3276.0,3.237692,Finland,4881806.0,671.0631270476541
527,FIN,1985,3224.0,3.548897,Finland,4902202.0,657.6636376877167
528,FIN,1986,2676.0,2.755633,Finland,4918150.0,544.1070321157346
529,FIN,1987,3062.0,3.574826,Finland,4932123.0,620.8279882719876
530,FIN,1988,3147.0,5.21715,Finland,4946487.0,636.2090914218516
531,FIN,1989,3208.0,5.087144,Finland,4964370.0,646.2048558024483
532,FIN,1990,3331.0,0.670276,Finland,4986433.0,668.0125853490862
533,FIN,1991,3229.0,-5.886328,Finland,5013737.0,644.0305903560558
534,FIN,1992,3057.0,-3.29466,Finland,5041990.0,606.3082235387218
535,FIN,1993,3007.0,-0.661998,Finland,5066452.0,593.511988271082
536,FIN,1994,3037.0,3.963052,Finland,5088324.0,596.8566467072459
537,FIN,1995,3184.0,4.216867,Finland,5107787.0,623.3619373713117
538,FIN,1996,3254.0,3.66718,Finland,5124573.0,634.9797339212457
539,FIN,1997,3376.0,6.333796,Finland,5139839.0,656.8299123766328
540,FIN,1998,3377.0,5.457181,Finland,5153499.0,655.2829446556601
541,FIN,1999,3415.0,4.379576,Finland,5165470.0,661.1208660586549
542,FIN,2000,3405.0,5.773362,Finland,5176203.0,657.818095619511
543,FIN,2001,3282.0,2.610019,Finland,5188005.0,632.6131142895969
544,FIN,2002,3318.0,1.707149,Finland,5200598.0,638.0035526683662
545,FIN,2003,3338.0,2.003784,Finland,5213010.0,640.3210429291331
546,FIN,2004,3352.0,3.992091,Finland,5228173.0,641.1417525778126
547,FIN,2005,3478.0,2.779851,Finland,5246100.0,662.9686814967309
548,FIN,2006,3540.0,4.02741,Finland,5266266.0,672.203037218401
549,FIN,2007,3778.0,5.299337,Finland,5288719.0,714.350677356842
550,FIN,2008,4052.0,0.783995,Finland,5313398.0,762.6005053639874
551,FIN,2009,3876.0,-8.074447,Finland,5338867.0,725.9967330147015
552,FIN,2010,3959.0,3.185959,Finland,5363341.0,738.1592928736025
553,FIN,2011,3882.0,2.547665,Finland,5388272.0,720.4536073902729
554,FIN,2012,4035.0,-1.397546,Finland,5413967.0,745.294531717685
555,FIN,2013,4053.0,-0.901696,Finland,5438975.0,745.1771703308068
556,FIN,2014,3874.0,-0.364908,Finland,5461507.0,709.3280297910449
557,FIN,2015,4113.0,0.543659,Finland,5479528.0,750.6120965163423
558,FIN,2016,3868.0,2.811458,Finland,5495297.0,703.8746040477885
559,FIN,2017,4271.0,3.19241,Finland,5508209.0,775.3881524829577
560,FIN,2018,4534.0,1.139718,Finland,5515525.0,822.0432325118643
561,FIN,2019,4924.0,1.224749,Finland,5521605.0,891.7696937756323
562,FIN,2020,2820.0,-2.205139,Finland,5529545.0,509.9877114663141
563,FIN,2021,2903.0,2.973229,Finland,5541020.0,523.910760112759
564,DNK,1970,3354.0,1.596842,Denmark,4928748.0,680.497359572857
565,DNK,1971,3614.0,3.004996,Denmark,4963126.0,728.1701089192577
566,DNK,1972,3465.0,3.929385,Denmark,4991596.0,694.1667554826151
567,DNK,1973,2918.0,4.092946,Denmark,5021862.0,581.0593759844456
568,DNK,1974,3059.0,-1.122394,Denmark,5045298.0,606.3071001950727
569,DNK,1975,3172.0,-1.456645,Denmark,5059862.0,626.8945674802989
570,DNK,1976,3200.0,5.924606,Denmark,5072597.0,630.8405733788826
571,DNK,1977,3227.0,1.870291,Denmark,5088420.0,634.1850712008836
572,DNK,1978,3398.0,2.226309,Denmark,5104248.0,665.7200042004229
573,DNK,1979,3749.0,3.869112,Denmark,5116802.0,732.6842039226846
574,DNK,1980,4314.0,-0.482986,Denmark,5123027.0,842.080277929435
575,DNK,1981,4518.0,-0.666124,Denmark,5121572.0,882.1510270674706
576,DNK,1982,4531.0,3.684573,Denmark,5117810.0,885.3396276923137
577,DNK,1983,4660.0,2.596072,Denmark,5114297.0,911.1711736725497
578,DNK,1984,4617.0,4.166138,Denmark,5111619.0,903.2363327548474
579,DNK,1985,4716.0,4.003752,Denmark,5113691.0,922.2301464832349
580,DNK,1986,4876.0,4.904178,Denmark,5120534.0,952.24443388131
581,DNK,1987,4860.0,0.254266,Denmark,5127024.0,947.91832454851
582,DNK,1988,4850.0,-0.013601,Denmark,5129517.0,945.5081248390443
583,DNK,1989,4726.0,0.645187,Denmark,5132594.0,920.7819671690377
584,DNK,1990,4851.0,1.475244,Denmark,5140939.0,943.6019373114523
585,DNK,1991,4711.0,1.393634,Denmark,5154298.0,913.9944954676661
586,DNK,1992,4772.0,1.957007,Denmark,5171370.0,922.7728822343015
587,DNK,1993,4737.0,0.010688,Denmark,5189377.0,912.8263373426136
588,DNK,1994,4847.0,5.332463,Denmark,5204994.0,931.221054241369
589,DNK,1995,4684.0,3.027587,Denmark,5227861.0,895.9687336752067
590,DNK,1996,4621.0,2.9001,Denmark,5261503.0,878.266153226559
591,DNK,1997,4978.0,3.26089,Denmark,5284220.0,942.050103894236
592,DNK,1998,5163.0,2.218159,Denmark,5301304.0,973.9113244590387
593,DNK,1999,5113.0,2.948022,Denmark,5319111.0,961.2508556411025
594,DNK,2000,5537.0,3.746863,Denmark,5337344.0,1037.4073696580172
595,DNK,2001,5721.0,0.823153,Denmark,5355082.0,1068.3309798057248
596,DNK,2002,5754.0,0.466346,Denmark,5374255.0,1070.6600263664452
597,DNK,2003,5893.0,0.390059,Denmark,5387174.0,1093.8944983028207
598,DNK,2004,6074.0,2.668219,Denmark,5401177.0,1124.5697002708855
599,DNK,2005,6136.0,2.336641,Denmark,5415978.0,1132.9440407623517
600,DNK,2006,6274.0,3.913008,Denmark,5434567.0,1154.461799808522
601,DNK,2007,6353.0,0.909239,Denmark,5457415.0,1164.1042508220467
602,DNK,2008,6475.0,-0.512017,Denmark,5489022.0,1179.6272632902546
603,DNK,2009,6367.0,-4.906548,Denmark,5519441.0,1153.5588477166439
604,DNK,2010,6577.0,1.870991,Denmark,5543819.0,1186.3662937047548
605,DNK,2011,6890.0,1.336778,Denmark,5566856.0,1237.6824548721936
606,DNK,2012,7020.0,0.2265,Denmark,5587085.0,1256.469160573
607,DNK,2013,7076.0,0.933341,Denmark,5608784.0,1261.592530573472
608,DNK,2014,6808.0,1.619394,Denmark,5639719.0,1207.1523421645652
609,DNK,2015,6808.0,2.342591,Denmark,5678348.0,1198.9402551587186
610,DNK,2016,6653.0,3.245957,Denmark,5724456.0,1162.2065048626455
611,DNK,2017,6623.0,2.821736,Denmark,5760694.0,1149.687867468746
612,DNK,2018,6560.0,1.989537,Denmark,5789957.0,1132.9963244977466
613,IRL,1971,783.0,3.469888,Ireland,2978200.0,262.9104828419851
614,IRL,1972,844.0,6.489808,Ireland,3024400.0,279.0636159238196
615,IRL,1973,875.0,4.721428,Ireland,3073000.0,284.7380410022779
616,IRL,1974,923.0,4.260229,Ireland,3123900.0,295.4640033291719
617,IRL,1975,899.0,5.656646,Ireland,3177200.0,282.9535440010072
618,IRL,1976,788.0,1.394808,Ireland,3227800.0,244.12912819877315
619,IRL,1977,876.0,8.2113,Ireland,3271900.0,267.73434395916746
620,IRL,1978,966.0,7.186729,Ireland,3314000.0,291.49064574532287
621,IRL,1979,1113.0,3.073036,Ireland,3368200.0,330.44356035864854
622,IRL,1980,1032.0,3.079329,Ireland,3401000.0,303.4401646574537
623,IRL,1981,995.0,3.325216,Ireland,3443400.0,288.9585874426439
624,IRL,1982,887.0,2.283468,Ireland,3480000.0,254.88505747126436
625,IRL,1983,846.0,-0.244301,Ireland,3504000.0,241.43835616438355
626,IRL,1984,903.0,4.354373,Ireland,3529000.0,255.87985264947577
627,IRL,1985,1023.0,3.085615,Ireland,3540000.0,288.9830508474576
628,IRL,1986,1075.0,-0.428331,Ireland,3540600.0,303.6208552222787
629,IRL,1987,1196.0,4.663091,Ireland,3546500.0,337.2338925701396
630,IRL,1988,1180.0,5.217414,Ireland,3530700.0,334.2113461919733
631,IRL,1989,1220.0,5.81392,Ireland,3509500.0,347.62786721755236
632,IRL,1990,1226.0,8.466528,Ireland,3505800.0,349.7062011523761
633,IRL,1991,1290.0,1.92964,Ireland,3525700.0,365.8847888362595
634,IRL,1992,1226.0,3.343274,Ireland,3554500.0,344.9148966099311
635,IRL,1993,1274.0,2.692609,Ireland,3574100.0,356.45337287708793
636,IRL,1994,1260.0,5.755827,Ireland,3585900.0,351.37622354220696
637,IRL,1995,1291.0,9.634422,Ireland,3601300.0,358.48165940077195
638,IRL,1996,1295.0,7.379624,Ireland,3626087.0,357.1342882837615
639,IRL,1997,1387.0,11.021765,Ireland,3664313.0,378.5156999415716
640,IRL,1998,1421.0,8.766123,Ireland,3703082.0,383.7344136586768
641,IRL,1999,1458.0,10.529886,Ireland,3741647.0,389.6679724196323
642,IRL,2000,1389.0,9.403524,Ireland,3789536.0,366.5356391917111
643,IRL,2001,1515.0,5.305822,Ireland,3847198.0,393.7930930510985
644,IRL,2002,1628.0,5.899365,Ireland,3917203.0,415.6026634310246
645,IRL,2003,1601.0,3.014092,Ireland,3979853.0,402.27616447140133
646,IRL,2004,1582.0,6.788448,Ireland,4045188.0,391.08194724200706
647,IRL,2005,1781.0,5.739552,Ireland,4133839.0,430.8343890509524
648,IRL,2006,1872.0,4.987854,Ireland,4232929.0,442.24696421792095
649,IRL,2007,2007.0,5.310118,Ireland,4375842.0,458.65458579171735
650,IRL,2008,1976.0,-4.484071,Ireland,4485070.0,440.57283386881363
651,IRL,2009,1683.0,-5.095783,Ireland,4533395.0,371.2449499767834
652,IRL,2010,1678.0,1.682972,Ireland,4554763.0,368.40555699605005
653,IRL,2011,1638.0,0.833828,Ireland,4574888.0,358.041552055482
654,IRL,2012,1578.0,-0.005541,Ireland,4593697.0,343.514167347128
655,IRL,2013,1592.0,1.125691,Ireland,4614669.0,344.98682354032326
656,IRL,2014,1863.0,8.649352,Ireland,4645440.0,401.0384376937384
657,IRL,2015,1917.0,24.370447,Ireland,4687787.0,408.9349622753764
658,IRL,2016,1990.0,2.006654,Ireland,4739597.0,419.8669211749438
659,IRL,2017,2121.0,9.005344,Ireland,4792490.0,442.5674336305344
660,IRL,2018,2281.0,8.52754,Ireland,4857015.0,469.63000937818805
661,IRL,2019,2399.0,5.440936,Ireland,4921496.0,487.4534084757968
662,IRL,2020,834.0,6.184537,Ireland,4977443.0,167.55591174022484
663,IRL,2021,870.0,13.588247,Ireland,5011460.0,173.60210397768316
664,ROU,1996,18356.0,3.907708,Romania,22619005.0,811.529950145906
665,ROU,1997,15795.0,-4.849092,Romania,22553982.0,700.3197927532265
666,ROU,1998,13422.0,-2.029796,Romania,22507354.0,596.3384234326256
667,ROU,1999,12304.0,-0.376678,Romania,22472043.0,547.5247622123187
668,ROU,2000,11632.0,2.461253,Romania,22442973.0,518.2914046191652
669,ROU,2001,10966.0,5.218175,Romania,22131974.0,495.4822375988694
670,ROU,2002,8502.0,5.702973,Romania,21675775.0,392.2351103939767
671,ROU,2003,8529.0,2.341147,Romania,21574365.0,395.3302912971019
672,ROU,2004,8638.0,10.428121,Romania,21451845.0,402.669327510058
673,ROU,2005,7985.0,4.668143,Romania,21319673.0,374.53670138374076
674,ROU,2006,8092.0,8.028811,Romania,21193749.0,381.8106933322651
675,ROU,2007,7476.0,7.233811,Romania,20882980.0,357.9948838719378
676,ROU,2008,6958.0,9.307477,Romania,20537848.0,338.78914674994184
677,ROU,2009,6128.0,-5.517412,Romania,20367437.0,300.8724170841918
678,ROU,2010,5438.0,-3.901228,Romania,20246798.0,268.58567957264154
679,ROU,2011,5073.0,1.906059,Romania,20147657.0,251.79106434063277
680,ROU,2012,4571.0,2.04067,Romania,20060182.0,227.86433343426296
681,ROU,2013,4411.0,3.770959,Romania,19988694.0,220.67474743472485
682,ROU,2014,4976.0,3.608734,Romania,19916451.0,249.84370960468812
683,ROU,2015,5149.0,2.953664,Romania,19822250.0,259.758604598368
684,ROU,2016,4988.0,4.703005,Romania,19706424.0,253.1154307854129
685,ROU,2017,5663.0,7.319442,Romania,19592933.0,289.03278544360865
686,ROU,2018,5577.0,4.47453,Romania,19476713.0,286.3419510263359
687,ROU,2019,5906.0,4.188253,Romania,19375835.0,304.81267000880223
688,HRV,1996,1205.0,5.975681,Croatia,4574888.0,263.39442626792174
689,HRV,1997,1158.0,6.132025,Croatia,4532401.0,255.4937217602767
690,HRV,1998,1092.0,2.205833,Croatia,4491907.0,243.1038754809483
691,HRV,1999,1137.0,-0.876449,Croatia,4456437.0,255.13655864539317
692,HRV,2000,1252.0,2.8955,Croatia,4428075.0,282.7413718150664
693,HRV,2001,1241.0,3.032498,Croatia,4299642.0,288.62868117857255
694,HRV,2002,1195.0,5.722074,Croatia,4302174.0,277.7665431477202
695,HRV,2003,1163.0,5.525947,Croatia,4303399.0,270.2514919020988
696,HRV,2004,1213.0,4.149337,Croatia,4304600.0,281.79157180690424
697,HRV,2005,1266.0,4.312401,Croatia,4310145.0,293.72561711960964
698,HRV,2006,1362.0,4.938357,Croatia,4311159.0,315.92432568596985
699,HRV,2007,1611.0,4.912811,Croatia,4310217.0,373.7630843180285
700,HRV,2008,1810.0,1.895444,Croatia,4309705.0,419.982342178873
701,HRV,2009,1835.0,-7.2817,Croatia,4305181.0,426.2306277018318
702,HRV,2010,1742.0,-1.2507,Croatia,4295427.0,405.54757419925886
703,HRV,2011,1486.0,-0.085244,Croatia,4280622.0,347.1458119871364
704,HRV,2012,1104.0,-2.275707,Croatia,4267558.0,258.69595679777524
705,HRV,2013,948.0,-0.363117,Croatia,4255689.0,222.76063875908224
706,HRV,2014,927.0,-0.345947,Croatia,4238389.0,218.71517692217492
707,HRV,2015,951.0,2.525688,Croatia,4203604.0,226.23444073228592
708,HRV,2016,836.0,3.532432,Croatia,4174349.0,200.2707488041848
709,HRV,2017,745.0,3.414092,Croatia,4124531.0,180.6265973028206
710,HRV,2018,756.0,2.90001,Croatia,4087843.0,184.93860943289653
711,HRV,2019,734.0,3.481946,Croatia,4065253.0,180.55456819046685
712,HRV,2020,449.0,-8.101605,Croatia,4047680.0,110.92774132342478
713,HRV,2021,540.0,10.237958,Croatia,4024898.0,134.16489063822237
714,NLD,1970,8011.0,6.182742,Netherlands,13038523.0,614.410083105272
715,NLD,1971,8114.0,4.330778,Netherlands,13194497.0,614.953340017433
716,NLD,1972,8039.0,2.506529,Netherlands,13328595.0,603.1393406431811
717,NLD,1973,8173.0,5.784268,Netherlands,13439325.0,608.1406618263939
718,NLD,1974,8589.0,4.255923,Netherlands,13545054.0,634.1059991344442
719,NLD,1975,8501.0,0.12302,Netherlands,13666329.0,622.0397591774646
720,NLD,1976,8218.0,4.787653,Netherlands,13774037.0,596.6297317191758
721,NLD,1977,8013.0,1.921278,Netherlands,13856188.0,578.297580835364
722,NLD,1978,8146.0,2.330748,Netherlands,13941702.0,584.2902107647976
723,NLD,1979,8514.0,2.021918,Netherlands,14038270.0,606.4849871102351
724,NLD,1980,8892.0,3.251004,Netherlands,14149799.0,628.4188206489717
725,NLD,1981,9177.0,-0.783612,Netherlands,14247217.0,644.1257966380382
726,NLD,1982,9255.0,-1.240757,Netherlands,14312689.0,646.6290156936967
727,NLD,1983,8886.0,2.069958,Netherlands,14367066.0,618.4978895482209
728,NLD,1984,8790.0,3.061679,Netherlands,14424211.0,609.3920839067038
729,NLD,1985,9007.0,2.58018,Netherlands,14491629.0,621.5312302019324
730,NLD,1986,8919.0,2.786976,Netherlands,14572280.0,612.0524722280934
731,NLD,1987,9396.0,1.931249,Netherlands,14665037.0,640.7075549826434
732,NLD,1988,9664.0,3.441219,Netherlands,14760092.0,654.738466399803
733,NLD,1989,10235.0,4.420253,Netherlands,14848906.0,689.2763682388453
734,NLD,1990,11060.0,4.183127,Netherlands,14951510.0,739.7246164434227
735,NLD,1991,13300.0,2.439038,Netherlands,15069799.0,882.5598801948188
736,NLD,1992,14300.0,1.706077,Netherlands,15184163.0,941.7707120241004
737,NLD,1993,13700.0,1.257616,Netherlands,15290368.0,895.9888996785427
738,NLD,1994,12800.0,2.961084,Netherlands,15382834.0,832.0963484361854
739,NLD,1995,13000.0,3.115978,Netherlands,15459004.0,840.933866114531
740,NLD,1996,13100.0,3.498742,Netherlands,15530500.0,843.5014970541837
741,NLD,1997,14200.0,4.329053,Netherlands,15610650.0,909.6354091597723
742,NLD,1998,14900.0,4.663917,Netherlands,15707205.0,948.6092528874487
743,NLD,1999,15000.0,5.034048,Netherlands,15812085.0,948.641497942871
744,NLD,2000,15400.0,4.195642,Netherlands,15925505.0,967.0023022817801
745,NLD,2001,15500.0,2.326955,Netherlands,16046182.0,965.9618718022767
746,NLD,2002,15500.0,0.217274,Netherlands,16148921.0,959.816448417823
747,NLD,2003,14500.0,0.155646,Netherlands,16225303.0,893.6658994904441
748,NLD,2004,14079.0,1.984946,Netherlands,16281777.0,864.7090547917467
749,NLD,2005,14730.0,2.050876,Netherlands,16319871.0,902.580663780982
750,NLD,2006,15889.0,3.460989,Netherlands,16346096.0,972.0363810416873
751,NLD,2007,15546.0,3.772843,Netherlands,16381696.0,948.9859902173744
752,NLD,2008,15313.0,2.170325,Netherlands,16445590.0,931.1310813415633
753,NLD,2009,15400.0,-3.666884,Netherlands,16530387.0,931.6176324244557
754,NLD,2010,14600.0,1.342739,Netherlands,16615390.0,878.7034189387068
755,NLD,2011,16500.0,1.551189,Netherlands,16693074.0,988.433885813961
756,NLD,2012,16100.0,-1.030354,Netherlands,16754963.0,960.909313855244
757,NLD,2013,17700.0,-0.130175,Netherlands,16804430.0,1053.2936850580472
758,NLD,2014,16200.0,1.423395,Netherlands,16865008.0,960.5687705573575
759,NLD,2015,15800.0,1.95917,Netherlands,16939925.0,932.707789438265
760,NLD,2016,16900.0,2.191714,Netherlands,17030314.0,992.3481152490788
761,NLD,2017,17800.0,2.910903,Netherlands,17131295.0,1039.0341185532093
762,NLD,2018,22600.0,2.360915,Netherlands,17231622.0,1311.5422332267967
763,NLD,2019,19400.0,1.955588,Netherlands,17344876.0,1118.4859436296922
764,NLD,2020,9200.0,-3.886084,Netherlands,17441500.0,527.4775678697359
765,NLD,2021,10900.0,4.863219,Netherlands,17533406.0,621.6704272974686
766,ISL,1971,,13.060838,Iceland,206099.0,
767,ISL,1972,,6.177334,Iceland,209137.0,
768,ISL,1973,,6.80601,Iceland,212316.0,
769,ISL,1974,,5.706292,Iceland,215206.0,
770,ISL,1975,,0.646155,Iceland,217974.0,
771,ISL,1976,,5.959368,Iceland,220151.0,
772,ISL,1977,,8.822277,Iceland,221801.0,
773,ISL,1978,,6.016715,Iceland,223537.0,
774,ISL,1979,,4.860582,Iceland,225734.0,
775,ISL,1980,,5.747921,Iceland,228133.0,
776,ISL,1981,,4.265007,Iceland,230757.0,
777,ISL,1982,,2.154566,Iceland,233855.0,
778,ISL,1983,,-2.151162,Iceland,236976.0,
779,ISL,1984,,4.129118,Iceland,239506.0,
780,ISL,1985,,3.292841,Iceland,241409.0,
781,ISL,1986,,6.270542,Iceland,243187.0,
782,ISL,1987,,8.54594,Iceland,245864.0,
783,ISL,1988,,-0.089726,Iceland,249734.0,
784,ISL,1989,,0.25844,Iceland,252851.0,
785,ISL,1990,,1.16937,Iceland,254820.0,
786,ISL,1991,,-0.223526,Iceland,257795.0,
787,ISL,1992,,-3.373894,Iceland,261053.0,
788,ISL,1993,,1.313449,Iceland,263730.0,
789,ISL,1994,,3.608858,Iceland,266021.0,
790,ISL,1995,,0.116584,Iceland,267467.0,
791,ISL,1996,,4.567124,Iceland,268918.0,
792,ISL,1997,,5.771612,Iceland,271130.0,
793,ISL,1998,,7.362801,Iceland,274049.0,
794,ISL,1999,,4.034924,Iceland,277384.0,
795,ISL,2000,,4.985043,Iceland,281200.0,
796,ISL,2001,,4.013498,Iceland,284970.0,
797,ISL,2002,,0.559519,Iceland,287516.0,
798,ISL,2003,,2.142688,Iceland,289522.0,
799,ISL,2004,,7.802399,Iceland,292077.0,
800,ISL,2005,,6.124439,Iceland,296734.0,
801,ISL,2006,,6.316993,Iceland,303784.0,
802,ISL,2007,,8.45486,Iceland,311567.0,
803,ISL,2008,,2.209496,Iceland,317404.0,
804,ISL,2009,,-7.66381,Iceland,318501.0,
805,ISL,2010,,-2.832775,Iceland,318044.0,
806,ISL,2011,,1.845779,Iceland,319011.0,
807,ISL,2012,,1.063637,Iceland,320723.0,
808,ISL,2013,,4.55246,Iceland,323763.0,
809,ISL,2014,,1.687215,Iceland,327379.0,
810,ISL,2015,,4.436664,Iceland,330818.0,
811,ISL,2016,,6.303687,Iceland,335435.0,
812,ISL,2017,,4.194949,Iceland,343399.0,
813,ISL,2018,,4.888798,Iceland,352722.0,
814,ISL,2019,,2.415456,Iceland,360558.0,
815,ISL,2020,,-6.842296,Iceland,366462.0,
816,ISL,2021,,4.403045,Iceland,372523.0,
817,CHE,1971,9435.0,4.075443,Switzerland,6213405.0,1518.4910689066623
818,CHE,1972,9502.0,3.200509,Switzerland,6260956.0,1517.659603421586
819,CHE,1973,9639.0,3.049908,Switzerland,6307348.0,1528.2175646563342
820,CHE,1974,9538.0,1.454908,Switzerland,6341406.0,1504.0828485039438
821,CHE,1975,9223.0,-7.283175,Switzerland,6338632.0,1455.0458206123972
822,CHE,1976,9357.0,-1.403676,Switzerland,6302505.0,1484.6477710053384
823,CHE,1977,9240.0,2.433652,Switzerland,6281175.0,1471.0623410428782
824,CHE,1978,9308.0,0.409084,Switzerland,6281737.0,1481.755762777079
825,CHE,1979,9520.0,2.491512,Switzerland,6294364.0,1512.4641663558066
826,CHE,1980,9964.0,4.601977,Switzerland,6319409.0,1576.7297226686862
827,CHE,1981,9885.0,1.601336,Switzerland,6354073.0,1555.6950636229706
828,CHE,1982,9726.0,-1.309417,Switzerland,6391309.0,1521.7539943695415
829,CHE,1983,9736.0,0.639079,Switzerland,6418774.0,1516.80056035623
830,CHE,1984,9780.0,3.008456,Switzerland,6441865.0,1518.1938770837328
831,CHE,1985,10163.0,3.673596,Switzerland,6470366.0,1570.6994009303337
832,CHE,1986,10095.0,1.858633,Switzerland,6504125.0,1552.091941652413
833,CHE,1987,11695.0,1.585478,Switzerland,6545107.0,1786.8309868730946
834,CHE,1988,11998.0,3.277596,Switzerland,6593387.0,1819.702074214664
835,CHE,1989,12283.0,4.330794,Switzerland,6646912.0,1847.9257736524871
836,CHE,1990,12678.0,3.474552,Switzerland,6712273.0,1888.7789575900742
837,CHE,1991,13834.0,-0.915817,Switzerland,6799979.0,2034.4180474674995
838,CHE,1992,13209.0,-0.043733,Switzerland,6875364.0,1921.2073717115195
839,CHE,1993,13384.0,-0.125984,Switzerland,6938265.0,1929.0125124941178
840,CHE,1994,13836.0,1.269758,Switzerland,6993795.0,1978.3250724392121
