LOCATION,SUBJECT,TIME,Rail mil km,rail mil km per pop,rail km per capita,,,,LOCATION,Time,Value,Population,,Country,Year,GDP Growth Rate
GBR,RAIL,2019,82550.43026,0.001244875,1244.874894,,,,GBR,2019,66312.23,66312230,,United Kingdom,2019,1.604309
GBR,RAIL,2020,24188.46669,0.000362352,362.3520474,,,,GBR,2020,66754.05,66754050,,United Kingdom,2020,-11.030858
USA,RAIL,1979,18770.03543,8.34018E-05,83.40180725,,,,USA,1979,225055.5,225055500,,United States,1979,3.166145
USA,RAIL,1980,22079.19752,9.7169E-05,97.16900283,,,,USA,1980,227224.7,227224700,,United States,1980,-0.25675
USA,RAIL,1981,21865.60959,9.52892E-05,95.28922883,,,,USA,1981,229465.7,229465700,,United States,1981,2.537719
USA,RAIL,1982,22746.3577,9.81866E-05,98.186635,,,,USA,1982,231664.5,231664500,,United States,1982,-1.802887
USA,RAIL,1983,23490.39133,0.000100476,100.4755994,,,,USA,1983,233792,233792000,,United States,1983,4.583913
USA,RAIL,1984,23910.67499,0.000101392,101.3916469,,,,USA,1984,235824.9,235824900,,United States,1984,7.236633
USA,RAIL,1985,25977.28145,0.000109183,109.1831984,,,,USA,1985,237923.8,237923800,,United States,1985,4.169656
USA,RAIL,1986,25198.0953,0.000104934,104.9339566,,,,USA,1986,240132.9,240132900,,United States,1986,3.462646
USA,RAIL,1987,24409.62251,0.000100746,100.7459381,,,,USA,1987,242288.9,242288900,,United States,1987,3.459252
USA,RAIL,1988,25044.07181,0.00010243,102.4301605,,,,USA,1988,244499,244499000,,United States,1988,4.177061
USA,RAIL,1989,24776.56201,0.000100383,100.3834467,,,,USA,1989,246819.2,246819200,,United States,1989,3.672648
USA,RAIL,1990,21992.13952,8.81015E-05,88.1014856,,,,USA,1990,249622.8,249622800,,United States,1990,1.885965
USA,RAIL,1991,22537.13766,8.90863E-05,89.08632099,,,,USA,1991,252980.9,252980900,,United States,1991,-0.108265
USA,RAIL,1992,22151.4933,8.63558E-05,86.35581695,,,,USA,1992,256514.2,256514200,,United States,1992,3.522441
USA,RAIL,1993,22171.18967,8.53005E-05,85.30051204,,,,USA,1993,259918.6,259918600,,United States,1993,2.751781
USA,RAIL,1994,22604.63987,8.59081E-05,85.90810885,,,,USA,1994,263125.8,263125800,,United States,1994,4.028793
USA,RAIL,1995,22079.19752,8.29177E-05,82.91771889,,,,USA,1995,266278.4,266278400,,United States,1995,2.684217
USA,RAIL,1996,21865.60959,8.11658E-05,81.16582123,,,,USA,1996,269394.3,269394300,,United States,1996,3.772566
USA,RAIL,1997,22746.3577,8.34279E-05,83.42789778,,,,USA,1997,272646.9,272646900,,United States,1997,4.447175
USA,RAIL,1998,23490.39133,8.51551E-05,85.15512848,,,,USA,1998,275854.1,275854100,,United States,1998,4.481394
USA,RAIL,1999,23910.67499,8.5689E-05,85.68899746,,,,USA,1999,279040.2,279040200,,United States,1999,4.7945
USA,RAIL,2000,25977.28145,9.2065E-05,92.06500033,,,,USA,2000,282162.4,282162400,,United States,2000,4.077155
USA,RAIL,2001,25198.0953,8.8424E-05,88.42398753,,,,USA,2001,284969,284969000,,United States,2001,0.954344
USA,RAIL,2002,24409.62251,8.48661E-05,84.86607749,,,,USA,2002,287625.2,287625200,,United States,2002,1.695943
USA,RAIL,2003,25044.07181,8.63267E-05,86.32674881,,,,USA,2003,290107.9,290107900,,United States,2003,2.796204
USA,RAIL,2004,24776.56201,8.46179E-05,84.61787409,,,,USA,2004,292805.3,292805300,,United States,2004,3.852557
USA,RAIL,2005,25393.59163,8.59295E-05,85.92949306,,,,USA,2005,295516.6,295516600,,United States,2005,3.483219
USA,RAIL,2006,27296.43241,9.14821E-05,91.48214209,,,,USA,2006,298379.9,298379900,,United States,2006,2.78281
USA,RAIL,2007,30357.90671,0.000100779,100.7794236,,,,USA,2007,301231.2,301231200,,United States,2007,2.010506
USA,RAIL,2008,32143.40602,0.000105702,105.702204,,,,USA,2008,304094,304094000,,United States,2008,0.122191
USA,RAIL,2009,30906.93164,0.000100749,100.7490319,,,,USA,2009,306771.5,306771500,,United States,2009,-2.599891
USA,RAIL,2010,31871.67192,0.000103029,103.0288369,,,,USA,2010,309347.1,309347100,,United States,2010,2.70886
USA,RAIL,2011,32579.5102,0.000104515,104.5147664,,,,USA,2011,311721.6,311721600,,United States,2011,1.549895
USA,RAIL,2012,34125.70066,0.000108642,108.6417895,,,,USA,2012,314112.1,314112100,,United States,2012,2.280686
USA,RAIL,2013,36047.10494,0.000113894,113.8938062,,,,USA,2013,316497.5,316497500,,United States,2013,1.841876
USA,RAIL,2014,36393.10649,0.000114136,114.136102,,,,USA,2014,318857.1,318857100,,United States,2014,2.287773
USA,RAIL,2015,36043.87568,0.000112159,112.1594524,,,,USA,2015,321362.8,321362800,,United States,2015,2.70637
USA,RAIL,2016,35892.15736,0.00011083,110.8300183,,,,USA,2016,323848.7,323848700,,United States,2016,1.667476
USA,RAIL,2017,33256,0.000101904,101.903552,,,,USA,2017,326347.8,326347800,,United States,2017,2.241917
USA,RAIL,2018,31963,9.71941E-05,97.19410298,,,,USA,2018,328857.4,328857400,,United States,2018,2.945385
USA,RAIL,2019,32483,9.8025E-05,98.02501459,,,,USA,2019,331374.6,331374600,,United States,2019,2.294418
USA,RAIL,2020,12460,3.73171E-05,37.31705359,,,,USA,2020,333895.6,333895600,,United States,2020,-2.76778
EST,RAIL,1994,537,0.000367177,367.1772276,,,,EST,1994,1462.509,1462509,,Estonia,1994,-1.642424
EST,RAIL,1995,421,0.000293047,293.0471263,,,,EST,1995,1436.629,1436629,,Estonia,1995,4.526682
EST,RAIL,1996,309,0.000218284,218.283851,,,,EST,1996,1415.588,1415588,,Estonia,1996,4.943015
EST,RAIL,1997,262,0.000187206,187.2057048,,,,EST,1997,1399.53,1399530,,Estonia,1997,13.050014
EST,RAIL,1998,236,0.000170256,170.2556215,,,,EST,1998,1386.151,1386151,,Estonia,1998,4.339833
EST,RAIL,1999,238,0.000172387,172.3869435,,,,EST,1999,1380.615,1380615,,Estonia,1999,-0.425028
EST,RAIL,2000,263,0.000190671,190.6713153,,,,EST,2000,1379.337,1379337,,Estonia,2000,10.087637
EST,RAIL,2001,182,0.000132508,132.5077084,,,,EST,2001,1373.505,1373505,,Estonia,2001,6.003674
EST,RAIL,2002,178,0.000130164,130.1643435,,,,EST,2002,1367.502,1367502,,Estonia,2002,6.771367
EST,RAIL,2003,181,0.000132936,132.9357502,,,,EST,2003,1361.56,1361560,,Estonia,2003,7.600265
EST,RAIL,2004,192,0.000141577,141.5773635,,,,EST,2004,1356.149,1356149,,Estonia,2004,6.804004
EST,RAIL,2005,247,0.000182797,182.7970915,,,,EST,2005,1351.225,1351225,,Estonia,2005,9.526429
EST,RAIL,2006,256,0.000190189,190.188926,,,,EST,2006,1346.03,1346030,,Estonia,2006,9.765583
EST,RAIL,2007,272,0.000202633,202.6334904,,,,EST,2007,1342.325,1342325,,Estonia,2007,7.579142
EST,RAIL,2008,274,0.000204438,204.4379449,,,,EST,2008,1340.26,1340260,,Estonia,2008,-5.132
EST,RAIL,2009,249,0.00018603,186.03011,,,,EST,2009,1338.493,1338493,,Estonia,2009,-14.629059
EST,RAIL,2010,248,0.000185506,185.5061363,,,,EST,2010,1336.883,1336883,,Estonia,2010,2.444266
EST,RAIL,2011,241,0.000180532,180.5319174,,,,EST,2011,1334.944,1334944,,Estonia,2011,7.263086
EST,RAIL,2012,236,0.000177537,177.5374502,,,,EST,2012,1329.297,1329297,,Estonia,2012,3.228202
EST,RAIL,2013,225,0.000170432,170.4320794,,,,EST,2013,1320.174,1320174,,Estonia,2013,1.45843
EST,RAIL,2014,282,0.000214325,214.3249638,,,,EST,2014,1315.759,1315759,,Estonia,2014,3.011363
EST,RAIL,2015,289,0.000220358,220.3575282,,,,EST,2015,1311.505,1311505,,Estonia,2015,1.85302
EST,RAIL,2016,316,0.000241813,241.8133553,,,,EST,2016,1306.793,1306793,,Estonia,2016,3.155566
EST,RAIL,2017,367,0.000281908,281.9080335,,,,EST,2017,1301.843,1301843,,Estonia,2017,5.792042
EST,RAIL,2018,417,0.000321636,321.6359159,,,,EST,2018,1296.497,1296497,,Estonia,2018,3.784205
EST,RAIL,2019,392,0.000303712,303.7118704,,,,EST,2019,1290.697,1290697,,Estonia,2019,3.739705
EST,RAIL,2020,263,0.000204755,204.7554651,,,,EST,2020,1284.459,1284459,,Estonia,2020,-0.551002
EST,RAIL,2021,290,0.000226958,226.957548,,,,EST,2021,1277.772,1277772,,Estonia,2021,8.013465
LVA,RAIL,1996,1182,0.000481031,481.0312137,,,,LVA,1996,2457.221,2457221,,Latvia,1996,2.588015
LVA,RAIL,1997,1148,0.000471874,471.8743565,,,,LVA,1997,2432.851,2432851,,Latvia,1997,8.836913
LVA,RAIL,1998,1059,0.000439416,439.4156229,,,,LVA,1998,2410.019,2410019,,Latvia,1998,6.335938
LVA,RAIL,1999,984,0.000411633,411.632638,,,,LVA,1999,2390.481,2390481,,Latvia,1999,2.756174
LVA,RAIL,2000,715,0.000302,301.9999578,,,,LVA,2000,2367.55,2367550,,Latvia,2000,5.675741
LVA,RAIL,2001,706,0.000302075,302.0747314,,,,LVA,2001,2337.17,2337170,,Latvia,2001,6.323508
LVA,RAIL,2002,744,0.000322054,322.0538029,,,,LVA,2002,2310.173,2310173,,Latvia,2002,7.088129
LVA,RAIL,2003,762,0.000333049,333.0485084,,,,LVA,2003,2287.955,2287955,,Latvia,2003,8.422862
LVA,RAIL,2004,811,0.000358355,358.3545209,,,,LVA,2004,2263.122,2263122,,Latvia,2004,8.284146
LVA,RAIL,2005,894,0.000399321,399.3212432,,,,LVA,2005,2238.799,2238799,,Latvia,2005,10.720366
LVA,RAIL,2006,992,0.000447178,447.1777987,,,,LVA,2006,2218.357,2218357,,Latvia,2006,11.971836
LVA,RAIL,2007,983,0.000446752,446.7521843,,,,LVA,2007,2200.325,2200325,,Latvia,2007,9.941922
LVA,RAIL,2008,951,0.000436775,436.7750843,,,,LVA,2008,2177.322,2177322,,Latvia,2008,-3.249121
LVA,RAIL,2009,756,0.000352996,352.9957244,,,,LVA,2009,2141.669,2141669,,Latvia,2009,-14.26014
LVA,RAIL,2010,749,0.000357083,357.0825829,,,,LVA,2010,2097.554,2097554,,Latvia,2010,-4.455567
LVA,RAIL,2011,741,0.00035976,359.7595583,,,,LVA,2011,2059.709,2059709,,Latvia,2011,2.573712
LVA,RAIL,2012,725,0.000356385,356.3846181,,,,LVA,2012,2034.319,2034319,,Latvia,2012,7.042247
LVA,RAIL,2013,729,0.000355555,355.5547752,,,,LVA,2013,2050.317,2050317,,Latvia,2013,2.007967
LVA,RAIL,2014,649,0.000317964,317.9640892,,,,LVA,2014,2041.111,2041111,,Latvia,2014,1.902173
LVA,RAIL,2015,591,0.000290938,290.9379475,,,,LVA,2015,2031.361,2031361,,Latvia,2015,3.88526
LVA,RAIL,2016,584,0.000289016,289.0156247,,,,LVA,2016,2020.652,2020652,,Latvia,2016,2.368615
LVA,RAIL,2017,596,0.000296624,296.6238138,,,,LVA,2017,2009.279,2009279,,Latvia,2017,3.312476
LVA,RAIL,2018,624,0.000312412,312.4122279,,,,LVA,2018,1997.361,1997361,,Latvia,2018,3.991855
LVA,RAIL,2019,643,0.00032389,323.8899842,,,,LVA,2019,1985.242,1985242,,Latvia,2019,2.569704
LVA,RAIL,2020,413,0.000209307,209.3073346,,,,LVA,2020,1973.175,1973175,,Latvia,2020,-2.202985
LVA,RAIL,2021,360.8,0.000183982,183.981663,,,,LVA,2021,1961.065,1961065,,Latvia,2021,4.068074
LTU,RAIL,1996,954,0.00026466,264.6597652,,,,LTU,1996,3604.628,3604628,,Lithuania,1996,5.158465
LTU,RAIL,1997,842,0.000235381,235.3805477,,,,LTU,1997,3577.186,3577186,,Lithuania,1997,8.31092
LTU,RAIL,1998,800,0.000225379,225.3787772,,,,LTU,1998,3549.58,3549580,,Lithuania,1998,7.475764
LTU,RAIL,1999,745,0.000211425,211.4249502,,,,LTU,1999,3523.709,3523709,,Lithuania,1999,-1.141572
LTU,RAIL,2000,611,0.000174531,174.5305884,,,,LTU,2000,3500.819,3500819,,Lithuania,2000,3.695526
LTU,RAIL,2001,533,0.000153064,153.0638911,,,,LTU,2001,3482.206,3482206,,Lithuania,2001,6.526105
LTU,RAIL,2002,498,0.000143622,143.621766,,,,LTU,2002,3467.441,3467441,,Lithuania,2002,6.751419
LTU,RAIL,2003,432,0.000125077,125.0767977,,,,LTU,2003,3453.878,3453878,,Lithuania,2003,10.565954
LTU,RAIL,2004,443,0.000128865,128.8652671,,,,LTU,2004,3437.699,3437699,,Lithuania,2004,6.569493
LTU,RAIL,2005,428,0.000125282,125.2821776,,,,LTU,2005,3416.288,3416288,,Lithuania,2005,7.732368
LTU,RAIL,2006,431,0.000127188,127.1881301,,,,LTU,2006,3388.681,3388681,,Lithuania,2006,7.414119
LTU,RAIL,2007,409,0.000121866,121.86601,,,,LTU,2007,3356.145,3356145,,Lithuania,2007,11.107482
LTU,RAIL,2008,398,0.000119844,119.8444672,,,,LTU,2008,3320.971,3320971,,Lithuania,2008,2.614423
LTU,RAIL,2009,357,0.000108625,108.6247108,,,,LTU,2009,3286.545,3286545,,Lithuania,2009,-14.838611
LTU,RAIL,2010,373,0.000114582,114.5815286,,,,LTU,2010,3255.324,3255324,,Lithuania,2010,1.651241
LTU,RAIL,2011,389,0.000120507,120.5074945,,,,LTU,2011,3228.015,3228015,,Lithuania,2011,6.03901
LTU,RAIL,2012,403,0.000125782,125.7823946,,,,LTU,2012,3203.946,3203946,,Lithuania,2012,3.843864
LTU,RAIL,2013,391,0.000122859,122.8588854,,,,LTU,2013,3182.513,3182513,,Lithuania,2013,3.550071
LTU,RAIL,2014,373,0.000117941,117.940599,,,,LTU,2014,3162.609,3162609,,Lithuania,2014,3.537012
LTU,RAIL,2015,361,0.000114843,114.8433248,,,,LTU,2015,3143.413,3143413,,Lithuania,2015,2.024584
LTU,RAIL,2016,396,0.000126727,126.726529,,,,LTU,2016,3124.839,3124839,,Lithuania,2016,2.518826
LTU,RAIL,2017,424,0.000136459,136.4587976,,,,LTU,2017,3107.165,3107165,,Lithuania,2017,4.282598
LTU,RAIL,2018,468,0.000151443,151.4433718,,,,LTU,2018,3090.264,3090264,,Lithuania,2018,3.99331
LTU,RAIL,2019,479,0.000155821,155.8206495,,,,LTU,2019,3074.047,3074047,,Lithuania,2019,4.625102
LTU,RAIL,2020,260,8.50117E-05,85.01165968,,,,LTU,2020,3058.404,3058404,,Lithuania,2020,-0.021763
LTU,RAIL,2021,329,0.000108108,108.1084989,,,,LTU,2021,3043.239,3043239,,Lithuania,2021,5.981034
SVN,RAIL,1991,814,0.000406641,406.6405298,,,,SVN,1991,2001.768,2001768,,Slovenia,1991,-8.900107
SVN,RAIL,1992,547,0.000274071,274.0711643,,,,SVN,1992,1995.832,1995832,,Slovenia,1992,-5.463699
SVN,RAIL,1993,566,0.000284333,284.3330957,,,,SVN,1993,1990.623,1990623,,Slovenia,1993,2.843418
SVN,RAIL,1994,590,0.000296654,296.6538452,,,,SVN,1994,1988.85,1988850,,Slovenia,1994,5.327488
SVN,RAIL,1995,595,0.00029937,299.370316,,,,SVN,1995,1987.505,1987505,,Slovenia,1995,4.10716
SVN,RAIL,1996,613,0.000307859,307.859353,,,,SVN,1996,1991.169,1991169,,Slovenia,1996,3.203002
SVN,RAIL,1997,616,0.000310039,310.0388152,,,,SVN,1997,1986.848,1986848,,Slovenia,1997,5.049794
SVN,RAIL,1998,645,0.00032533,325.329882,,,,SVN,1998,1982.603,1982603,,Slovenia,1998,3.279368
SVN,RAIL,1999,623,0.000313766,313.7658602,,,,SVN,1999,1985.557,1985557,,Slovenia,1999,5.332667
SVN,RAIL,2000,705,0.000354223,354.2229404,,,,SVN,2000,1990.272,1990272,,Slovenia,2000,3.672369
SVN,RAIL,2001,715,0.000358929,358.9294365,,,,SVN,2001,1992.035,1992035,,Slovenia,2001,3.216561
SVN,RAIL,2002,749,0.000375304,375.3035248,,,,SVN,2002,1995.718,1995718,,Slovenia,2002,3.5056
SVN,RAIL,2003,777,0.000389128,389.1278578,,,,SVN,2003,1996.773,1996773,,Slovenia,2003,2.96026
SVN,RAIL,2004,764,0.000382573,382.5730945,,,,SVN,2004,1997.004,1997004,,Slovenia,2004,4.359193
SVN,RAIL,2005,777,0.000388284,388.283726,,,,SVN,2005,2001.114,2001114,,Slovenia,2005,3.79797
SVN,RAIL,2006,793,0.000394819,394.8188613,,,,SVN,2006,2008.516,2008516,,Slovenia,2006,5.746397
SVN,RAIL,2007,812,0.000402098,402.0984388,,,,SVN,2007,2019.406,2019406,,Slovenia,2007,6.980162
SVN,RAIL,2008,834,0.000412335,412.3346397,,,,SVN,2008,2022.629,2022629,,Slovenia,2008,3.509841
SVN,RAIL,2009,840,0.000411294,411.2939356,,,,SVN,2009,2042.335,2042335,,Slovenia,2009,-7.548439
SVN,RAIL,2010,813,0.000396728,396.7283816,,,,SVN,2010,2049.261,2049261,,Slovenia,2010,1.343748
SVN,RAIL,2011,773,0.000376615,376.6146195,,,,SVN,2011,2052.496,2052496,,Slovenia,2011,0.861329
SVN,RAIL,2012,742,0.000360849,360.848958,,,,SVN,2012,2056.262,2056262,,Slovenia,2012,-2.639439
SVN,RAIL,2013,760,0.000369091,369.0907837,,,,SVN,2013,2059.114,2059114,,Slovenia,2013,-1.029284
SVN,RAIL,2014,697,0.000338083,338.083151,,,,SVN,2014,2061.623,2061623,,Slovenia,2014,2.768158
SVN,RAIL,2015,709,0.00034309,343.0903586,,,,SVN,2015,2066.511,2066511,,Slovenia,2015,2.210082
SVN,RAIL,2016,680,0.000328226,328.2263565,,,,SVN,2016,2071.741,2071741,,Slovenia,2016,3.191854
SVN,RAIL,2017,650,0.000313048,313.0481352,,,,SVN,2017,2076.358,2076358,,Slovenia,2017,4.815379
SVN,RAIL,2018,656,0.000315315,315.3154885,,,,SVN,2018,2080.456,2080456,,Slovenia,2018,4.454366
SVN,RAIL,2019,698,0.000334934,334.9344287,,,,SVN,2019,2083.99,2083990,,Slovenia,2019,3.451081
SVN,RAIL,2020,397,0.000190245,190.2453494,,,,SVN,2020,2086.779,2086779,,Slovenia,2020,-4.32137
SVN,RAIL,2021,542,0.000259458,259.4576378,,,,SVN,2021,2088.973,2088973,,Slovenia,2021,8.211062
NZL,RAIL,2017,544.54,0.000115943,115.9434485,,,,NZL,2017,4696.6,4696600,,New Zealand,2017,4.3548
NZL,RAIL,2018,743.27,0.000156864,156.8642762,,,,NZL,2018,4738.3,4738300,,New Zealand,2018,4.018963
NZL,RAIL,2019,776.56,0.00016244,162.4398611,,,,NZL,2019,4780.6,4780600,,New Zealand,2019,2.594243
NZL,RAIL,2020,802.0345628,0.000166314,166.3144001,,,,NZL,2020,4822.4,4822400,,New Zealand,2020,-0.309335
ISR,RAIL,1971,371.4,0.00012195,121.9504187,,,,ISR,1971,3045.5,3045500,,Israel,1971,10.951071
ISR,RAIL,1972,387.8,0.000120244,120.2443335,,,,ISR,1972,3225.1,3225100,,Israel,1972,12.146555
ISR,RAIL,1973,354.7,0.000108213,108.2128257,,,,ISR,1973,3277.8,3277800,,Israel,1973,5.587464
ISR,RAIL,1974,322.5,9.54877E-05,95.48765322,,,,ISR,1974,3377.4,3377400,,Israel,1974,6.476161
ISR,RAIL,1975,307.1,8.88728E-05,88.87281146,,,,ISR,1975,3455.5,3455500,,Israel,1975,3.24282
ISR,RAIL,1976,295.5,8.36329E-05,83.63286446,,,,ISR,1976,3533.3,3533300,,Israel,1976,0.322503
ISR,RAIL,1977,245.3,6.78956E-05,67.89559634,,,,ISR,1977,3612.9,3612900,,Israel,1977,1.035299
ISR,RAIL,1978,220.8,5.9792E-05,59.79202773,,,,ISR,1978,3692.8,3692800,,Israel,1978,5.555087
ISR,RAIL,1979,228.7,6.04004E-05,60.40038031,,,,ISR,1979,3786.4,3786400,,Israel,1979,6.207816
ISR,RAIL,1980,264,6.80851E-05,68.08510638,,,,ISR,1980,3877.5,3877500,,Israel,1980,1.670442
ISR,RAIL,1981,245.8,6.22326E-05,62.23257463,,,,ISR,1981,3949.7,3949700,,Israel,1981,5.339927
ISR,RAIL,1982,220.7,5.48896E-05,54.88957421,,,,ISR,1982,4020.8,4020800,,Israel,1982,2.0825
ISR,RAIL,1983,212,5.16318E-05,51.6317584,,,,ISR,1983,4106,4106000,,Israel,1983,3.359102
ISR,RAIL,1984,214.5,5.15749E-05,51.57489781,,,,ISR,1984,4159,4159000,,Israel,1984,0.933214
ISR,RAIL,1985,204,4.81928E-05,48.19277108,,,,ISR,1985,4233,4233000,,Israel,1985,4.03694
ISR,RAIL,1986,178.8,4.1593E-05,41.5930027,,,,ISR,1986,4298.8,4298800,,Israel,1986,4.190145
ISR,RAIL,1987,172.9,3.95752E-05,39.57517911,,,,ISR,1987,4368.9,4368900,,Israel,1987,7.139711
ISR,RAIL,1988,165.5,3.72622E-05,37.2621862,,,,ISR,1988,4441.5,4441500,,Israel,1988,2.910016
ISR,RAIL,1989,151.3,3.34868E-05,33.48678677,,,,ISR,1989,4518.2,4518200,,Israel,1989,0.574747
ISR,RAIL,1990,170,3.64791E-05,36.47912107,,,,ISR,1990,4660.2,4660200,,Israel,1990,7.315199
ISR,RAIL,1991,186.2,3.76238E-05,37.62376238,,,,ISR,1991,4949,4949000,,Israel,1991,7.726115
ISR,RAIL,1992,198,3.86447E-05,38.64470294,,,,ISR,1992,5123.6,5123600,,Israel,1992,7.759266
ISR,RAIL,1993,214,4.06736E-05,40.67358498,,,,ISR,1993,5261.4,5261400,,Israel,1993,4.116756
ISR,RAIL,1994,238,4.4079E-05,44.07897174,,,,ISR,1994,5399.4,5399400,,Israel,1994,7.427845
ISR,RAIL,1995,267,4.81532E-05,48.15322464,,,,ISR,1995,5544.8,5544800,,Israel,1995,6.602925
ISR,RAIL,1996,213.6,3.75732E-05,37.57322029,,,,ISR,1996,5684.9,5684900,,Israel,1996,5.92958
ISR,RAIL,1997,346,5.93574E-05,59.3573622,,,,ISR,1997,5829.1,5829100,,Israel,1997,3.79011
ISR,RAIL,1998,382.6,6.40796E-05,64.07958866,,,,ISR,1998,5970.7,5970700,,Israel,1998,4.11593
ISR,RAIL,1999,529.3,8.64121E-05,86.4120941,,,,ISR,1999,6125.3,6125300,,Israel,1999,3.33225
ISR,RAIL,2000,781.5,0.000124263,124.2626131,,,,ISR,2000,6289.1,6289100,,Israel,2000,8.6721
ISR,RAIL,2001,960.7,0.000149196,149.1955522,,,,ISR,2001,6439.2,6439200,,Israel,2001,0.33476
ISR,RAIL,2002,1116,0.000169866,169.8655992,,,,ISR,2002,6569.9,6569900,,Israel,2002,-0.11562
ISR,RAIL,2003,1278.3,0.000191079,191.0790894,,,,ISR,2003,6689.9,6689900,,Israel,2003,1.39403
ISR,RAIL,2004,1422.9,0.00020898,208.9795559,,,,ISR,2004,6808.8,6808800,,Israel,2004,4.78506
ISR,RAIL,2005,1617.8,0.000233445,233.4454048,,,,ISR,2005,6930.1,6930100,,Israel,2005,4.13377
ISR,RAIL,2006,1609,0.000228114,228.1137024,,,,ISR,2006,7053.5,7053500,,Israel,2006,5.58254
ISR,RAIL,2007,1834.1,0.000255442,255.4421248,,,,ISR,2007,7180.1,7180100,,Israel,2007,6.03336
ISR,RAIL,2008,1968.5,0.00026934,269.3402293,,,,ISR,2008,7308.6,7308600,,Israel,2008,3.25157
ISR,RAIL,2009,2011.5,0.000268723,268.7231143,,,,ISR,2009,7485.4,7485400,,Israel,2009,0.88314
ISR,RAIL,2010,1986.3,0.00026055,260.5496163,,,,ISR,2010,7623.5,7623500,,Israel,2010,5.66835
ISR,RAIL,2011,1926.9,0.000248126,248.1264004,,,,ISR,2011,7765.8,7765800,,Israel,2011,5.5609
ISR,RAIL,2012,2133.4,0.000269696,269.6955906,,,,ISR,2012,7910.4,7910400,,Israel,2012,2.58786
ISR,RAIL,2013,2376.2,0.000294761,294.7606487,,,,ISR,2013,8061.456,8061456,,Israel,2013,4.4155
ISR,RAIL,2014,2485.2,0.000303583,303.5833388,,,,ISR,2014,8186.22,8186220,,Israel,2014,3.91932
ISR,RAIL,2015,2608.1,0.000313599,313.5994498,,,,ISR,2015,8316.66,8316660,,Israel,2015,2.48592
ISR,RAIL,2016,2644.7,0.000313054,313.0541213,,,,ISR,2016,8448.06,8448060,,Israel,2016,4.521665
ISR,RAIL,2017,2765.2,0.000322269,322.2689825,,,,ISR,2017,8580.41,8580410,,Israel,2017,4.27643
ISR,RAIL,2018,3031.76,0.00034793,347.9298714,,,,ISR,2018,8713.71,8713710,,Israel,2018,4.0704
ISR,RAIL,2019,3579.9,0.000404599,404.598995,,,,ISR,2019,8848.02,8848020,,Israel,2019,4.15609
ISR,RAIL,2020,1252.9,0.000139473,139.4725446,,,,ISR,2020,8983.13,8983130,,Israel,2020,-1.85715
ISR,RAIL,2021,1956,0.000214491,214.4913233,,,,ISR,2021,9119.25,9119250,,Israel,2021,8.61207
CHL,RAIL,2010,696.35048,4.07359E-05,40.73587656,,,,CHL,2010,17094.28,17094280,,Chile,2010,5.851655
CHL,RAIL,2011,851.582112,4.93715E-05,49.37151524,,,,CHL,2011,17248.45,17248450,,Chile,2011,6.223898
CHL,RAIL,2012,933.999552,5.367E-05,53.67002298,,,,CHL,2012,17402.63,17402630,,Chile,2012,6.15534
CHL,RAIL,2013,861.780415,4.90853E-05,49.0852504,,,,CHL,2013,17556.81,17556810,,Chile,2013,3.308509
CHL,RAIL,2014,662.561655,3.74096E-05,37.40961295,,,,CHL,2014,17711,17711000,,Chile,2014,1.792647
CHL,RAIL,2015,584.365975,3.27098E-05,32.70975428,,,,CHL,2015,17865.19,17865190,,Chile,2015,2.151942
CHL,RAIL,2016,582.860352,3.23776E-05,32.37760511,,,,CHL,2016,18001.96,18001960,,Chile,2016,1.753039
CHL,RAIL,2017,595.783014,3.28459E-05,32.84586942,,,,CHL,2017,18138.75,18138750,,Chile,2017,1.357698
CHL,RAIL,2018,676.511127,3.70173E-05,37.01731917,,,,CHL,2018,18275.53,18275530,,Chile,2018,3.990028
CHL,RAIL,2019,721.461235,3.91836E-05,39.18361374,,,,CHL,2019,18412.32,18412320,,Chile,2019,0.770539
CHL,RAIL,2020,351.91732,1.89722E-05,18.97220458,,,,CHL,2020,18549.1,18549100,,Chile,2020,-5.978228
