LOCATION,SUBJECT,TIME,Rail mil km,rail mil km per pop,rail km per capita,,,,LOCATION,Time,Value,Population,,Country,Year,GDP Growth Rate
ESP,RAIL,1996,16800,0.000421219,421.2189022,,,,ESP,1996,39884.25,39884250,,Spain,1996,2.660562
ESP,RAIL,1997,17878,0.000446392,446.3923444,,,,ESP,1997,40049.97,40049970,,Spain,1997,3.702495
ESP,RAIL,1998,18869,0.000469214,469.2138846,,,,ESP,1998,40214.07,40214070,,Spain,1998,4.393101
ESP,RAIL,1999,19655,0.000486875,486.8754191,,,,ESP,1999,40369.67,40369670,,Spain,1999,4.490553
ESP,RAIL,2000,20144,0.000496716,496.7156453,,,,ESP,2000,40554.39,40554390,,Spain,2000,5.245944
ESP,RAIL,2001,20828,0.000510915,510.9153327,,,,ESP,2001,40766.05,40766050,,Spain,2001,3.933003
ESP,RAIL,2002,21211,0.000512052,512.0520902,,,,ESP,2002,41423.52,41423520,,Spain,2002,2.730948
ESP,RAIL,2003,21127,0.000500685,500.6845398,,,,ESP,2003,42196.23,42196230,,Spain,2003,2.981936
ESP,RAIL,2004,20386,0.000475651,475.650835,,,,ESP,2004,42859.17,42859170,,Spain,2004,3.122734
ESP,RAIL,2005,21624,0.000495252,495.2521162,,,,ESP,2005,43662.61,43662610,,Spain,2005,3.652084
ESP,RAIL,2006,22105,0.000498303,498.3034464,,,,ESP,2006,44360.52,44360520,,Spain,2006,4.102686
ESP,RAIL,2007,21857,0.000483177,483.1771156,,,,ESP,2007,45236,45236000,,Spain,2007,3.604738
ESP,RAIL,2008,23969,0.000521256,521.2559291,,,,ESP,2008,45983.17,45983170,,Spain,2008,0.887067
ESP,RAIL,2009,23137,0.000498991,498.9912126,,,,ESP,2009,46367.55,46367550,,Spain,2009,-3.763107
ESP,RAIL,2010,22456,0.000482277,482.2767172,,,,ESP,2010,46562.48,46562480,,Spain,2010,0.16292
ESP,RAIL,2011,22795,0.000487737,487.7369306,,,,ESP,2011,46736.26,46736260,,Spain,2011,-0.814385
ESP,RAIL,2012,22476,0.000480601,480.6014575,,,,ESP,2012,46766.4,46766400,,Spain,2012,-2.958922
ESP,RAIL,2013,23788,0.000510546,510.5462746,,,,ESP,2013,46593.23,46593230,,Spain,2013,-1.403342
ESP,RAIL,2014,25072,0.0005396,539.5999703,,,,ESP,2014,46464.05,46464050,,Spain,2014,1.395775
ESP,RAIL,2015,26142,0.000563369,563.3685049,,,,ESP,2015,46403.02,46403020,,Spain,2015,3.838519
ESP,RAIL,2016,26670,0.000575575,575.5747817,,,,ESP,2016,46336.29,46336290,,Spain,2016,3.037774
ESP,RAIL,2017,27487,0.000594049,594.0489209,,,,ESP,2017,46270.6,46270600,,Spain,2017,2.975761
ESP,RAIL,2018,28434,0.000615389,615.3888773,,,,ESP,2018,46204.93,46204930,,Spain,2018,2.284469
ESP,RAIL,2019,28835,0.000624964,624.9639673,,,,ESP,2019,46138.66,46138660,,Spain,2019,1.983966
ESP,RAIL,2020,11998.51,0.000260433,260.4325975,,,,ESP,2020,46071.46,46071460,,Spain,2020,-11.325438
ESP,RAIL,2021,17002,0.000369582,369.5824232,,,,ESP,2021,46003.27,46003270,,Spain,2021,5.519595
SWE,RAIL,1970,4600,0.00057194,571.9404759,,,,SWE,1970,8042.795,8042795,,Sweden,1970,6.473674
SWE,RAIL,1971,4000,0.000493929,493.9290562,,,,SWE,1971,8098.329,8098329,,Sweden,1971,0.944646
SWE,RAIL,1972,4500,0.000554031,554.0305352,,,,SWE,1972,8122.296,8122296,,Sweden,1972,2.288739
SWE,RAIL,1973,4600,0.000565367,565.3669945,,,,SWE,1973,8136.308,8136308,,Sweden,1973,3.967981
SWE,RAIL,1974,5500,0.000674024,674.0237379,,,,SWE,1974,8159.95,8159950,,Sweden,1974,3.198196
SWE,RAIL,1975,5615,0.000685389,685.3887448,,,,SWE,1975,8192.431,8192431,,Sweden,1975,2.552863
SWE,RAIL,1976,5617,0.000683144,683.143682,,,,SWE,1976,8222.282,8222282,,Sweden,1976,1.058105
SWE,RAIL,1977,5563,0.000674177,674.177429,,,,SWE,1977,8251.537,8251537,,Sweden,1977,-1.596259
SWE,RAIL,1978,5557,0.000671493,671.492503,,,,SWE,1978,8275.595,8275595,,Sweden,1978,1.751548
SWE,RAIL,1979,6224,0.000750452,750.4517601,,,,SWE,1979,8293.671,8293671,,Sweden,1979,3.840004
SWE,RAIL,1980,6998,0.000842065,842.0645285,,,,SWE,1980,8310.527,8310527,,Sweden,1980,1.699971
SWE,RAIL,1981,7062,0.000848747,848.7472745,,,,SWE,1981,8320.498,8320498,,Sweden,1981,0.45483
SWE,RAIL,1982,6695,0.000804179,804.1792819,,,,SWE,1982,8325.258,8325258,,Sweden,1982,1.248665
SWE,RAIL,1983,6776,0.00081354,813.5404051,,,,SWE,1983,8329.027,8329027,,Sweden,1983,1.900639
SWE,RAIL,1984,6797,0.00081532,815.3204922,,,,SWE,1984,8336.599,8336599,,Sweden,1984,4.229535
SWE,RAIL,1985,6911,0.000827627,827.626808,,,,SWE,1985,8350.382,8350382,,Sweden,1985,2.160374
SWE,RAIL,1986,6571,0.000785082,785.0821254,,,,SWE,1986,8369.825,8369825,,Sweden,1986,2.691323
SWE,RAIL,1987,6433,0.000766034,766.0342349,,,,SWE,1987,8397.797,8397797,,Sweden,1987,3.353843
SWE,RAIL,1988,6669,0.000790495,790.495281,,,,SWE,1988,8436.483,8436483,,Sweden,1988,2.559039
SWE,RAIL,1989,6647,0.000782648,782.648309,,,,SWE,1989,8492.959,8492959,,Sweden,1989,2.654807
SWE,RAIL,1990,6600,0.000771134,771.1335277,,,,SWE,1990,8558.829,8558829,,Sweden,1990,0.754675
SWE,RAIL,1991,5985,0.000694527,694.527368,,,,SWE,1991,8617.371,8617371,,Sweden,1991,-1.145975
SWE,RAIL,1992,5963,0.000687928,687.9276258,,,,SWE,1992,8668.063,8668063,,Sweden,1992,-1.158593
SWE,RAIL,1993,6422,0.00073659,736.5898665,,,,SWE,1993,8718.556,8718556,,Sweden,1993,-2.065616
SWE,RAIL,1994,6507,0.000741054,741.0537153,,,,SWE,1994,8780.74,8780740,,Sweden,1994,3.929973
SWE,RAIL,1995,6833,0.000774108,774.1079745,,,,SWE,1995,8826.934,8826934,,Sweden,1995,3.935193
SWE,RAIL,1996,6953,0.00078645,786.4501193,,,,SWE,1996,8840.993,8840993,,Sweden,1996,1.579456
SWE,RAIL,1997,7022,0.0007938,793.799905,,,,SWE,1997,8846.058,8846058,,Sweden,1997,3.070527
SWE,RAIL,1998,7210,0.0008146,814.6000737,,,,SWE,1998,8850.969,8850969,,Sweden,1998,4.311836
SWE,RAIL,1999,7701,0.000869396,869.3963673,,,,SWE,1999,8857.87,8857870,,Sweden,1999,4.247184
SWE,RAIL,2000,8243,0.000929092,929.0917995,,,,SWE,2000,8872.105,8872105,,Sweden,2000,4.766349
SWE,RAIL,2001,8732,0.000981569,981.5694927,,,,SWE,2001,8895.957,8895957,,Sweden,2001,1.449499
SWE,RAIL,2002,8874,0.000994291,994.2908389,,,,SWE,2002,8924.954,8924954,,Sweden,2002,2.196921
SWE,RAIL,2003,8834,0.000986133,986.1329656,,,,SWE,2003,8958.224,8958224,,Sweden,2003,2.309811
SWE,RAIL,2004,8658,0.000962692,962.6922827,,,,SWE,2004,8993.528,8993528,,Sweden,2004,4.336856
SWE,RAIL,2005,8936,0.000989638,989.6377091,,,,SWE,2005,9029.567,9029567,,Sweden,2005,2.858803
SWE,RAIL,2006,9617,0.001059083,1059.082766,,,,SWE,2006,9080.499,9080499,,Sweden,2006,4.662774
SWE,RAIL,2007,10261,0.001121655,1121.655271,,,,SWE,2007,9148.087,9148087,,Sweden,2007,3.439222
SWE,RAIL,2008,11146,0.001208942,1208.941962,,,,SWE,2008,9219.632,9219632,,Sweden,2008,-0.450559
SWE,RAIL,2009,11321,0.001217507,1217.50676,,,,SWE,2009,9298.511,9298511,,Sweden,2009,-4.339791
SWE,RAIL,2010,11155,0.001189471,1189.470557,,,,SWE,2010,9378.122,9378122,,Sweden,2010,5.952107
SWE,RAIL,2011,11378,0.001204122,1204.121953,,,,SWE,2011,9449.209,9449209,,Sweden,2011,3.195333
SWE,RAIL,2012,11792,0.001238738,1238.737568,,,,SWE,2012,9519.369,9519369,,Sweden,2012,-0.588305
SWE,RAIL,2013,11842,0.001232258,1232.258065,,,,SWE,2013,9610,9610000,,Sweden,2013,1.187776
SWE,RAIL,2014,12121,0.001249845,1249.845329,,,,SWE,2014,9698,9698000,,Sweden,2014,2.657798
SWE,RAIL,2015,12650,0.001290948,1290.948056,,,,SWE,2015,9799,9799000,,Sweden,2015,4.489282
SWE,RAIL,2016,12800,0.001292146,1292.146174,,,,SWE,2016,9906,9906000,,Sweden,2016,2.070593
SWE,RAIL,2017,13331,0.001332301,1332.30062,,,,SWE,2017,10006,10006000,,Sweden,2017,2.567925
SWE,RAIL,2018,13546.79825,0.0013414,1341.399965,,,,SWE,2018,10099,10099000,,Sweden,2018,1.950023
SWE,RAIL,2019,14617.20723,0.001436157,1436.157127,,,,SWE,2019,10178,10178000,,Sweden,2019,1.986196
SWE,RAIL,2020,8129,0.000792609,792.6092044,,,,SWE,2020,10256,10256000,,Sweden,2020,-2.170213
SWE,RAIL,2021,8008,0.000775593,775.5932203,,,,SWE,2021,10325,10325000,,Sweden,2021,5.075085
CHE,RAIL,1971,9435,0.001518491,1518.491069,,,,CHE,1971,6213.405,6213405,,Switzerland,1971,4.075443
CHE,RAIL,1972,9502,0.00151766,1517.659603,,,,CHE,1972,6260.956,6260956,,Switzerland,1972,3.200509
CHE,RAIL,1973,9639,0.001528218,1528.217565,,,,CHE,1973,6307.348,6307348,,Switzerland,1973,3.049908
CHE,RAIL,1974,9538,0.001504083,1504.082849,,,,CHE,1974,6341.406,6341406,,Switzerland,1974,1.454908
CHE,RAIL,1975,9223,0.001455046,1455.045821,,,,CHE,1975,6338.632,6338632,,Switzerland,1975,-7.283175
CHE,RAIL,1976,9357,0.001484648,1484.647771,,,,CHE,1976,6302.505,6302505,,Switzerland,1976,-1.403676
CHE,RAIL,1977,9240,0.001471062,1471.062341,,,,CHE,1977,6281.175,6281175,,Switzerland,1977,2.433652
CHE,RAIL,1978,9308,0.001481756,1481.755763,,,,CHE,1978,6281.737,6281737,,Switzerland,1978,0.409084
CHE,RAIL,1979,9520,0.001512464,1512.464166,,,,CHE,1979,6294.364,6294364,,Switzerland,1979,2.491512
CHE,RAIL,1980,9964,0.00157673,1576.729723,,,,CHE,1980,6319.409,6319409,,Switzerland,1980,4.601977
CHE,RAIL,1981,9885,0.001555695,1555.695064,,,,CHE,1981,6354.073,6354073,,Switzerland,1981,1.601336
CHE,RAIL,1982,9726,0.001521754,1521.753994,,,,CHE,1982,6391.309,6391309,,Switzerland,1982,-1.309417
CHE,RAIL,1983,9736,0.001516801,1516.80056,,,,CHE,1983,6418.774,6418774,,Switzerland,1983,0.639079
CHE,RAIL,1984,9780,0.001518194,1518.193877,,,,CHE,1984,6441.865,6441865,,Switzerland,1984,3.008456
CHE,RAIL,1985,10163,0.001570699,1570.699401,,,,CHE,1985,6470.366,6470366,,Switzerland,1985,3.673596
CHE,RAIL,1986,10095,0.001552092,1552.091942,,,,CHE,1986,6504.125,6504125,,Switzerland,1986,1.858633
CHE,RAIL,1987,11695,0.001786831,1786.830987,,,,CHE,1987,6545.107,6545107,,Switzerland,1987,1.585478
CHE,RAIL,1988,11998,0.001819702,1819.702074,,,,CHE,1988,6593.387,6593387,,Switzerland,1988,3.277596
CHE,RAIL,1989,12283,0.001847926,1847.925774,,,,CHE,1989,6646.912,6646912,,Switzerland,1989,4.330794
CHE,RAIL,1990,12678,0.001888779,1888.778958,,,,CHE,1990,6712.273,6712273,,Switzerland,1990,3.674626
CHE,RAIL,1991,13834,0.002034418,2034.418047,,,,CHE,1991,6799.979,6799979,,Switzerland,1991,-0.915817
CHE,RAIL,1992,13209,0.001921207,1921.207372,,,,CHE,1992,6875.364,6875364,,Switzerland,1992,-0.043733
CHE,RAIL,1993,13384,0.001929013,1929.012512,,,,CHE,1993,6938.265,6938265,,Switzerland,1993,-0.125984
CHE,RAIL,1994,13836,0.001978325,1978.325072,,,,CHE,1994,6993.795,6993795,,Switzerland,1994,1.269758
CHE,RAIL,1995,11713,0.001663616,1663.616065,,,,CHE,1995,7040.687,7040687,,Switzerland,1995,0.480866
CHE,RAIL,1996,11890,0.001681314,1681.313704,,,,CHE,1996,7071.851,7071851,,Switzerland,1996,0.49391
CHE,RAIL,1997,12051,0.00169998,1699.980223,,,,CHE,1997,7088.906,7088906,,Switzerland,1997,2.269168
CHE,RAIL,1998,12148,0.001708579,1708.578985,,,,CHE,1998,7110.002,7110002,,Switzerland,1998,3.065331
CHE,RAIL,1999,12501,0.001749862,1749.862227,,,,CHE,1999,7143.991,7143991,,Switzerland,1999,1.745534
CHE,RAIL,2000,12620,0.00175662,1756.620385,,,,CHE,2000,7184.25,7184250,,Switzerland,2000,3.976409
CHE,RAIL,2001,13301,0.001840549,1840.549289,,,,CHE,2001,7226.647,7226647,,Switzerland,2001,1.575817
CHE,RAIL,2002,14147,0.001942001,1942.001061,,,,CHE,2002,7284.754,7284754,,Switzerland,2002,-0.005507
CHE,RAIL,2003,14509,0.001976972,1976.971801,,,,CHE,2003,7339.002,7339002,,Switzerland,2003,-0.046846
CHE,RAIL,2004,14914,0.002018235,2018.234752,,,,CHE,2004,7389.626,7389626,,Switzerland,2004,2.821528
CHE,RAIL,2005,16144,0.002170734,2170.733924,,,,CHE,2005,7437.116,7437116,,Switzerland,2005,2.882638
CHE,RAIL,2006,16578,0.002215145,2215.14484,,,,CHE,2006,7483.935,7483935,,Switzerland,2006,4.015008
CHE,RAIL,2007,17434,0.002308797,2308.797493,,,,CHE,2007,7551.117,7551117,,Switzerland,2007,3.995722
CHE,RAIL,2008,17776,0.002324366,2324.366252,,,,CHE,2008,7647.676,7647676,,Switzerland,2008,2.755511
CHE,RAIL,2009,18571,0.002398167,2398.166696,,,,CHE,2009,7743.832,7743832,,Switzerland,2009,-2.079633
CHE,RAIL,2010,19177,0.002449805,2449.804994,,,,CHE,2010,7827.97,7827970,,Switzerland,2010,3.268102
CHE,RAIL,2011,19471,0.002460822,2460.821612,,,,CHE,2011,7912.398,7912398,,Switzerland,2011,1.920446
CHE,RAIL,2012,19262,0.002421306,2421.305984,,,,CHE,2012,7955.211,7955211,,Switzerland,2012,1.217194
CHE,RAIL,2013,19447,0.002425434,2425.434145,,,,CHE,2013,8017.946,8017946,,Switzerland,2013,1.821668
CHE,RAIL,2014,20010,0.002478042,2478.041592,,,,CHE,2014,8074.925,8074925,,Switzerland,2014,2.446845
CHE,RAIL,2015,20389,0.00250827,2508.270378,,,,CHE,2015,8128.709,8128709,,Switzerland,2015,1.657769
CHE,RAIL,2016,20812,0.002543861,2543.860882,,,,CHE,2016,8181.265,8181265,,Switzerland,2016,2.045187
CHE,RAIL,2017,20864.5,0.002534026,2534.025559,,,,CHE,2017,8233.737,8233737,,Switzerland,2017,1.58482
CHE,RAIL,2018,20613,0.002488024,2488.023678,,,,CHE,2018,8284.889,8284889,,Switzerland,2018,2.916905
CHE,RAIL,2019,21737,0.002608456,2608.456381,,,,CHE,2019,8333.281,8333281,,Switzerland,2019,1.210992
CHE,RAIL,2020,13334,0.001591283,1591.283385,,,,CHE,2020,8379.4,8379400,,Switzerland,2020,-2.392826
CHE,RAIL,2021,14308,0.001698596,1698.59607,,,,CHE,2021,8423.427,8423427,,Switzerland,2021,3.692153
TUR,RAIL,1971,5738,0.000158443,158.4426343,,,,TUR,1971,36215,36215000,,Türkiye,1971,5.567896
TUR,RAIL,1972,5337,0.000143727,143.7266044,,,,TUR,1972,37133,37133000,,Türkiye,1972,7.426006
TUR,RAIL,1973,5215,0.000136974,136.9737084,,,,TUR,1973,38073,38073000,,Türkiye,1973,3.261778
TUR,RAIL,1974,5753,0.000147373,147.3730051,,,,TUR,1974,39037,39037000,,Türkiye,1974,5.594193
TUR,RAIL,1975,4736,0.000118323,118.32309,,,,TUR,1975,40026,40026000,,Türkiye,1975,7.173137
TUR,RAIL,1976,4615,0.000112792,112.7920618,,,,TUR,1976,40916,40916000,,Türkiye,1976,10.463037
TUR,RAIL,1977,5087,0.000121789,121.7888865,,,,TUR,1977,41769,41769000,,Türkiye,1977,3.404815
TUR,RAIL,1978,5600,0.000131329,131.3290026,,,,TUR,1978,42641,42641000,,Türkiye,1978,1.50451
TUR,RAIL,1979,6799,0.000156188,156.1875445,,,,TUR,1979,43531,43531000,,Türkiye,1979,-0.624494
TUR,RAIL,1980,6011,0.000135264,135.2640698,,,,TUR,1980,44439,44439000,,Türkiye,1980,-2.445789
TUR,RAIL,1981,6105,0.000134058,134.057971,,,,TUR,1981,45540,45540000,,Türkiye,1981,4.85516
TUR,RAIL,1982,5440,0.000116518,116.5181631,,,,TUR,1982,46688,46688000,,Türkiye,1982,3.562828
TUR,RAIL,1983,5722,0.000119547,119.54705,,,,TUR,1983,47864,47864000,,Türkiye,1983,4.969058
TUR,RAIL,1984,6277,0.000127919,127.919299,,,,TUR,1984,49070,49070000,,Türkiye,1984,6.711784
TUR,RAIL,1985,6489,0.000128988,128.9880136,,,,TUR,1985,50307,50307000,,Türkiye,1985,4.241582
TUR,RAIL,1986,6052,0.00011756,117.5602176,,,,TUR,1986,51480,51480000,,Türkiye,1986,7.015288
TUR,RAIL,1987,6174,0.000117892,117.8919229,,,,TUR,1987,52370,52370000,,Türkiye,1987,9.484278
TUR,RAIL,1988,6708,0.000125929,125.9292633,,,,TUR,1988,53268,53268000,,Türkiye,1988,2.120352
TUR,RAIL,1989,6844,0.000126292,126.2917036,,,,TUR,1989,54192,54192000,,Türkiye,1989,0.251641
TUR,RAIL,1990,6410,0.000116292,116.2917271,,,,TUR,1990,55120,55120000,,Türkiye,1990,9.255308
TUR,RAIL,1991,6048,0.000107894,107.8940326,,,,TUR,1991,56055,56055000,,Türkiye,1991,0.926516
TUR,RAIL,1992,6259,0.000109834,109.8339943,,,,TUR,1992,56986,56986000,,Türkiye,1992,5.984283
TUR,RAIL,1993,7147,0.000123409,123.4092518,,,,TUR,1993,57913,57913000,,Türkiye,1993,8.04202
TUR,RAIL,1994,6335,0.00010767,107.6703435,,,,TUR,1994,58837,58837000,,Türkiye,1994,-5.455663
TUR,RAIL,1995,5797,9.70112E-05,97.01117879,,,,TUR,1995,59756,59756000,,Türkiye,1995,7.191219
TUR,RAIL,1996,5229,8.61862E-05,86.18615154,,,,TUR,1996,60671,60671000,,Türkiye,1996,7.005319
TUR,RAIL,1997,5840,9.48329E-05,94.83290572,,,,TUR,1997,61582,61582000,,Türkiye,1997,7.528801
TUR,RAIL,1998,6160,9.86168E-05,98.61680328,,,,TUR,1998,62464,62464000,,Türkiye,1998,3.091863
TUR,RAIL,1999,6146,9.69951E-05,96.9951392,,,,TUR,1999,63364,63364000,,Türkiye,1999,-3.263168
TUR,RAIL,2000,5832,9.07439E-05,90.74394632,,,,TUR,2000,64268.75,64268750,,Türkiye,2000,6.93324
TUR,RAIL,2001,5568,8.54429E-05,85.44289666,,,,TUR,2001,65166.33,65166330,,Türkiye,2001,-5.750006
TUR,RAIL,2002,5204,7.88455E-05,78.84548633,,,,TUR,2002,66002.51,66002510,,Türkiye,2002,6.447722
TUR,RAIL,2003,5878,8.80012E-05,88.00119171,,,,TUR,2003,66794.55,66794550,,Türkiye,2003,5.763206
TUR,RAIL,2004,5163,7.63772E-05,76.37717454,,,,TUR,2004,67598.73,67598730,,Türkiye,2004,9.795936
TUR,RAIL,2005,5036,7.35877E-05,73.58766767,,,,TUR,2005,68435.38,68435380,,Türkiye,2005,8.992305
TUR,RAIL,2006,5277,7.61524E-05,76.15240583,,,,TUR,2006,69295.25,69295250,,Türkiye,2006,6.947988
TUR,RAIL,2007,5553,7.91498E-05,79.14979466,,,,TUR,2007,70158.11,70158110,,Türkiye,2007,5.043508
TUR,RAIL,2008,5097,7.17365E-05,71.73651629,,,,TUR,2008,71051.68,71051680,,Türkiye,2008,0.815024
TUR,RAIL,2009,5374,7.45983E-05,74.59827427,,,,TUR,2009,72039.2,72039200,,Türkiye,2009,-4.823154
TUR,RAIL,2010,5584,7.63445E-05,76.3444881,,,,TUR,2010,73142.15,73142150,,Türkiye,2010,8.427104
TUR,RAIL,2011,7122,9.59533E-05,95.95326987,,,,TUR,2011,74223.63,74223630,,Türkiye,2011,11.200111
TUR,RAIL,2012,6361,8.4615E-05,84.61496202,,,,TUR,2012,75175.83,75175830,,Türkiye,2012,4.788493
TUR,RAIL,2013,6225,8.18491E-05,81.8490711,,,,TUR,2013,76054.62,76054620,,Türkiye,2013,8.485817
TUR,RAIL,2014,7401,9.62383E-05,96.23828083,,,,TUR,2014,76902.87,76902870,,Türkiye,2014,4.939715
TUR,RAIL,2015,8326,0.000107104,107.1035951,,,,TUR,2015,77737.82,77737820,,Türkiye,2015,6.084487
TUR,RAIL,2016,7829,9.9658E-05,99.65796277,,,,TUR,2016,78558.7,78558700,,Türkiye,2016,3.323084
TUR,RAIL,2017,8465,0.000106658,106.6579912,,,,TUR,2017,79365.83,79365830,,Türkiye,2017,7.501998
TUR,RAIL,2018,8938,0.000111504,111.5038878,,,,TUR,2018,80158.64,80158640,,Türkiye,2018,2.979885
TUR,RAIL,2019,14259,0.000176175,176.1753456,,,,TUR,2019,80936.41,80936410,,Türkiye,2019,0.78361
TUR,RAIL,2020,8297,0.000101555,101.5554993,,,,TUR,2020,81699.17,81699170,,Türkiye,2020,1.940032
TUR,RAIL,2021,10683,0.000129575,129.574905,,,,TUR,2021,82446.52,82446520,,Türkiye,2021,11.353496
GBR,RAIL,1970,36000,0.000647098,647.0979455,,,,GBR,1970,55633,55633000,,United Kingdom,1970,2.708581
GBR,RAIL,1971,35000,0.000625816,625.8157956,,,,GBR,1971,55927,55927000,,United Kingdom,1971,3.504717
GBR,RAIL,1972,34000,0.000606104,606.103822,,,,GBR,1972,56096,56096000,,United Kingdom,1972,4.321668
GBR,RAIL,1973,35000,0.000622521,622.5210323,,,,GBR,1973,56223,56223000,,United Kingdom,1973,6.523848
GBR,RAIL,1974,36000,0.000640171,640.1707122,,,,GBR,1974,56235,56235000,,United Kingdom,1974,-2.484404
GBR,RAIL,1975,36000,0.000640273,640.2731832,,,,GBR,1975,56226,56226000,,United Kingdom,1975,-1.47365
GBR,RAIL,1976,33000,0.000587032,587.031931,,,,GBR,1976,56215,56215000,,United Kingdom,1976,2.910266
GBR,RAIL,1977,34000,0.00060509,605.0898736,,,,GBR,1977,56190,56190000,,United Kingdom,1977,2.45775
GBR,RAIL,1978,35000,0.000623042,623.0418684,,,,GBR,1978,56176,56176000,,United Kingdom,1978,4.204261
GBR,RAIL,1979,35000,0.000622311,622.3107286,,,,GBR,1979,56242,56242000,,United Kingdom,1979,3.749017
GBR,RAIL,1980,35000,0.000621328,621.3275106,,,,GBR,1980,56331,56331000,,United Kingdom,1980,-2.031368
GBR,RAIL,1981,34000,0.000603297,603.2968398,,,,GBR,1981,56357,56357000,,United Kingdom,1981,-0.787744
GBR,RAIL,1982,31000,0.00055069,550.6901391,,,,GBR,1982,56293,56293000,,United Kingdom,1982,1.994891
GBR,RAIL,1983,34000,0.000603747,603.7467815,,,,GBR,1983,56315,56315000,,United Kingdom,1983,4.221856
GBR,RAIL,1984,35000,0.000620468,620.468365,,,,GBR,1984,56409,56409000,,United Kingdom,1984,2.269105
GBR,RAIL,1985,36000,0.00063656,636.5597482,,,,GBR,1985,56554,56554000,,United Kingdom,1985,4.147415
GBR,RAIL,1986,37400,0.00065981,659.8098195,,,,GBR,1986,56683,56683000,,United Kingdom,1986,3.150341
GBR,RAIL,1987,39000,0.000686571,686.5713682,,,,GBR,1987,56804,56804000,,United Kingdom,1987,5.392738
GBR,RAIL,1988,41000,0.000720335,720.3345163,,,,GBR,1988,56918,56918000,,United Kingdom,1988,5.732414
GBR,RAIL,1989,40000,0.00070082,700.8199594,,,,GBR,1989,57076,57076000,,United Kingdom,1989,2.577603
GBR,RAIL,1990,40100,0.000700584,700.5835284,,,,GBR,1990,57238,57238000,,United Kingdom,1990,0.733755
GBR,RAIL,1991,39100,0.000680746,680.7458607,,,,GBR,1991,57437,57437000,,United Kingdom,1991,-1.103122
GBR,RAIL,1992,38300,0.000665115,665.1153098,,,,GBR,1992,57584,57584000,,United Kingdom,1992,0.401082
GBR,RAIL,1993,37000,0.000641103,641.1033909,,,,GBR,1993,57713,57713000,,United Kingdom,1993,2.489831
GBR,RAIL,1994,35700,0.000617007,617.0065676,,,,GBR,1994,57860,57860000,,United Kingdom,1994,3.846009
GBR,RAIL,1995,37200,0.000641114,641.1140218,,,,GBR,1995,58024,58024000,,United Kingdom,1995,2.377278
GBR,RAIL,1996,39200,0.000673945,673.9448122,,,,GBR,1996,58165,58165000,,United Kingdom,1996,1.907716
GBR,RAIL,1997,42200,0.000723656,723.6560062,,,,GBR,1997,58315,58315000,,United Kingdom,1997,4.524067
GBR,RAIL,1998,44100,0.000754156,754.155551,,,,GBR,1998,58476,58476000,,United Kingdom,1998,3.157287
GBR,RAIL,1999,46800,0.000797478,797.4780608,,,,GBR,1999,58685,58685000,,United Kingdom,1999,3.01407
GBR,RAIL,2000,46506.21365,0.00078974,789.740077,,,,GBR,2000,58888,58888000,,United Kingdom,2000,4.092653
GBR,RAIL,2001,47471.88291,0.000803043,803.0429318,,,,GBR,2001,59115,59115000,,United Kingdom,2001,2.157428
GBR,RAIL,2002,47992.68391,0.000819412,819.4124483,,,,GBR,2002,58569.63,58569630,,United Kingdom,2002,1.770765
GBR,RAIL,2003,49224.35476,0.000836595,836.5947176,,,,GBR,2003,58838.95,58838950,,United Kingdom,2003,3.123053
GBR,RAIL,2004,50018.278,0.00084563,845.6301294,,,,GBR,2004,59149.12,59149120,,United Kingdom,2004,2.344971
GBR,RAIL,2005,51361.639,0.000861902,861.902041,,,,GBR,2005,59591.04,59591040,,United Kingdom,2005,2.668338
GBR,RAIL,2006,53900.416,0.000898302,898.3017894,,,,GBR,2006,60002.57,60002570,,United Kingdom,2006,2.160405
GBR,RAIL,2007,57405.335,0.000949134,949.1337232,,,,GBR,2007,60481.82,60481820,,United Kingdom,2007,2.563461
GBR,RAIL,2008,60221.458,0.000987522,987.5222646,,,,GBR,2008,60982.38,60982380,,United Kingdom,2008,-0.154344
GBR,RAIL,2009,60335.555,0.000982284,982.2842869,,,,GBR,2009,61423.72,61423720,,United Kingdom,2009,-4.510486
GBR,RAIL,2010,63047.61,0.001018299,1018.298903,,,,GBR,2010,61914.64,61914640,,United Kingdom,2010,2.430073
GBR,RAIL,2011,66099.044,0.001058682,1058.682346,,,,GBR,2011,62435.2,62435200,,United Kingdom,2011,1.067611
GBR,RAIL,2012,69014.878,0.001097935,1097.935023,,,,GBR,2012,62858.8,62858800,,United Kingdom,2012,1.448457
GBR,RAIL,2013,70703.517,0.001118055,1118.055348,,,,GBR,2013,63237.94,63237940,,United Kingdom,2013,1.819863
GBR,RAIL,2014,73714.966,0.00115813,1158.129685,,,,GBR,2014,63650.01,63650010,,United Kingdom,2014,3.199703
GBR,RAIL,2015,76060.135,0.001178647,1178.646713,,,,GBR,2015,64531.75,64531750,,United Kingdom,2015,2.393103
GBR,RAIL,2016,78228.912,0.001203977,1203.977197,,,,GBR,2016,64975.41,64975410,,United Kingdom,2016,2.165206
GBR,RAIL,2017,79496.193,0.001215146,1215.146448,,,,GBR,2017,65421.08,65421080,,United Kingdom,2017,2.44357
GBR,RAIL,2018,80980.168,0.001229445,1229.445477,,,,GBR,2018,65867.23,65867230,,United Kingdom,2018,1.705021
