,date,value
0,2007,208.6
1,2008,220.317062
2,2009,219.45763
3,2010,232.57856999999998
4,2011,232.58691399999998
5,2012,233.90943799999997
6,2013,237.04261
7,2014,230.976522
8,2015,229.39533399999996
9,2016,234.481002
10,2017,242.17834199999996
11,2018,242.17834199999996
12,2019,233.80930999999998
