Entity,Code,Year,Productivity: output per hour worked
Denmark,DNK,1953,11.83827169526202
Denmark,DNK,1954,12.213472829596267
Denmark,DNK,1955,12.290738972669317
Denmark,DNK,1956,12.706076825928136
Denmark,DNK,1957,13.414882216913893
Denmark,DNK,1958,13.721625576234795
Denmark,DNK,1959,14.685602776517797
Denmark,DNK,1960,15.423549470937362
Denmark,DNK,1961,16.064202926196412
Denmark,DNK,1962,16.478181280106302
Denmark,DNK,1963,16.441537011076992
Denmark,DNK,1964,17.316752309973758
Denmark,DNK,1965,17.63822816334464
Denmark,DNK,1966,17.690670552980972
Denmark,DNK,1967,18.91835548271948
Denmark,DNK,1968,20.309218901291093
Denmark,DNK,1969,21.647964557850205
Denmark,DNK,1970,21.923848846082894
Denmark,DNK,1971,23.02796756016565
Denmark,DNK,1972,24.2954604472989
Denmark,DNK,1973,25.547459887205758
Denmark,DNK,1974,25.632260012863455
Denmark,DNK,1975,26.708606359555077
Denmark,DNK,1976,27.579633026463192
Denmark,DNK,1977,28.78654331354361
Denmark,DNK,1978,29.802045681287968
Denmark,DNK,1979,30.88509446145539
Denmark,DNK,1980,30.962758881432038
Denmark,DNK,1981,30.940481055267533
Denmark,DNK,1982,31.157809084740258
Denmark,DNK,1983,31.55191310688499
Denmark,DNK,1984,31.861483172235946
Denmark,DNK,1985,31.91268699945265
Denmark,DNK,1986,33.409554792802446
Denmark,DNK,1987,34.84320021465804
Denmark,DNK,1988,35.50808346436953
Denmark,DNK,1989,36.19994640790101
Denmark,DNK,1990,37.68994645810808
Denmark,DNK,1991,38.28121157435474
Denmark,DNK,1992,39.69485934568004
Denmark,DNK,1993,40.13057543172658
Denmark,DNK,1994,42.32774264980299
Denmark,DNK,1995,43.13151210931482
Denmark,DNK,1996,44.5861273931981
Denmark,DNK,1997,45.786286281791185
Denmark,DNK,1998,46.09123662301613
Denmark,DNK,1999,47.36426480984983
Denmark,DNK,2000,49.45022011245627
Denmark,DNK,2001,48.86708966674859
Denmark,DNK,2002,48.93154100182203
Denmark,DNK,2003,50.50564543918332
Denmark,DNK,2004,53.430978752417424
Denmark,DNK,2005,57.733272628320634
Denmark,DNK,2006,58.512754824617005
Denmark,DNK,2007,59.79640989654279
Denmark,DNK,2008,62.956790209378546
Denmark,DNK,2009,62.821859942572495
Denmark,DNK,2010,68.3601036978953
Denmark,DNK,2011,69.12132580444681
Denmark,DNK,2012,69.71548824707871
Denmark,DNK,2013,68.29498431091477
Denmark,DNK,2014,68.46330746719883
Denmark,DNK,2015,67.80658038970152
Denmark,DNK,2016,69.00418725589297
Denmark,DNK,2017,72.54114086551876
Denmark,DNK,2018,73.47172610161829
Denmark,DNK,2019,76.00354350199927
Dominican Republic,DOM,1990,7.9705077140722596
Dominican Republic,DOM,1991,7.665296413142759
Dominican Republic,DOM,1992,8.446708965836224
Dominican Republic,DOM,1993,8.843941025483753
Dominican Republic,DOM,1994,9.257127138435099
Dominican Republic,DOM,1995,9.373549210145738
Dominican Republic,DOM,1996,9.752135457904677
Dominican Republic,DOM,1997,10.190413866555133
Dominican Republic,DOM,1998,10.27589836839254
Dominican Republic,DOM,1999,10.516266022980247
Dominican Republic,DOM,2000,10.741321163092719
Dominican Republic,DOM,2001,12.159381623803625
Dominican Republic,DOM,2002,11.998437545110747
Dominican Republic,DOM,2003,11.167237097584932
Dominican Republic,DOM,2004,11.204515264206515
Dominican Republic,DOM,2005,12.313812803008101
Dominican Republic,DOM,2006,13.392169815667208
Dominican Republic,DOM,2007,14.15673338593287
Dominican Republic,DOM,2008,13.818973332251112
Dominican Republic,DOM,2009,14.579355176939018
Dominican Republic,DOM,2010,15.407397125913292
Dominican Republic,DOM,2011,15.21858705143091
Dominican Republic,DOM,2012,15.260428309227214
Dominican Republic,DOM,2013,15.177580508341384
Dominican Republic,DOM,2014,14.930787779813437
Dominican Republic,DOM,2015,15.973778985404284
Dominican Republic,DOM,2016,16.787802226624915
Dominican Republic,DOM,2017,16.88972918184935
Dominican Republic,DOM,2018,17.06635680845889
Dominican Republic,DOM,2019,17.530210690285656
Ecuador,ECU,1995,8.462219415510745
Ecuador,ECU,1996,8.222674771135011
Ecuador,ECU,1997,8.29399218896639
Ecuador,ECU,1998,8.085481879158676
Ecuador,ECU,1999,8.654562281743933
Ecuador,ECU,2000,8.451830394766747
Ecuador,ECU,2001,8.541520424640929
Ecuador,ECU,2002,9.023661090122118
Ecuador,ECU,2003,9.242497344185171
Ecuador,ECU,2004,9.732682070753762
Ecuador,ECU,2005,10.578094252627245
Ecuador,ECU,2006,11.242551693318665
Ecuador,ECU,2007,11.74612170803788
Ecuador,ECU,2008,12.561716062414023
Ecuador,ECU,2009,12.076946032643788
Ecuador,ECU,2010,12.846697746187415
Ecuador,ECU,2011,13.907232997795157
Ecuador,ECU,2012,14.7645444637902
Ecuador,ECU,2013,15.656397853505517
Ecuador,ECU,2014,15.775506840677263
Ecuador,ECU,2015,14.822678383106599
Ecuador,ECU,2016,14.931974969613064
Ecuador,ECU,2017,15.323919471197934
Ecuador,ECU,2018,15.304225152683127
Ecuador,ECU,2019,15.255215257701419
Estonia,EST,1995,12.301137757370416
Estonia,EST,1996,13.50567973982876
Estonia,EST,1997,13.65172820563206
Estonia,EST,1998,13.645548632821006
Estonia,EST,1999,14.061493691481015
Estonia,EST,2000,15.343206633694418
Estonia,EST,2001,16.098131362354124
Estonia,EST,2002,17.122402800424798
Estonia,EST,2003,17.849754842000024
Estonia,EST,2004,18.683674621773434
Estonia,EST,2005,21.846905021329285
Estonia,EST,2006,22.576870314766992
Estonia,EST,2007,25.209895071119245
Estonia,EST,2008,26.09064926973258
Estonia,EST,2009,27.81988373261193
Estonia,EST,2010,30.204776029761913
Estonia,EST,2011,30.91354891763512
Estonia,EST,2012,32.658713849560144
Estonia,EST,2013,32.85522271418742
Estonia,EST,2014,33.37178743336314
Estonia,EST,2015,31.783339884378247
Estonia,EST,2016,32.53064412415608
Estonia,EST,2017,33.48799405645985
Estonia,EST,2018,35.46711439061584
Estonia,EST,2019,37.10379242683523
Finland,FIN,1950,5.961682905142331
Finland,FIN,1951,6.698807027682143
Finland,FIN,1952,6.839304693448661
Finland,FIN,1953,6.7675904114204535
Finland,FIN,1954,7.481978157326303
Finland,FIN,1955,8.071439976760356
Finland,FIN,1956,8.20037902930022
Finland,FIN,1957,8.264830423256349
Finland,FIN,1958,8.288224516363394
Finland,FIN,1959,8.930467588008637
Finland,FIN,1960,9.851796411041557
Finland,FIN,1961,10.638420319673346
Finland,FIN,1962,10.93977998136198
Finland,FIN,1963,11.025874922145913
Finland,FIN,1964,11.242804575029751
Finland,FIN,1965,11.804049923664955
Finland,FIN,1966,12.286872440257989
Finland,FIN,1967,13.006340809393945
Finland,FIN,1968,14.00197430704152
Finland,FIN,1969,15.32048873232439
Finland,FIN,1970,16.059735647745594
Finland,FIN,1971,16.751348334026606
Finland,FIN,1972,17.883585343489816
Finland,FIN,1973,18.93237055368083
Finland,FIN,1974,19.6269437699528
Finland,FIN,1975,19.24504189619063
Finland,FIN,1976,19.430625468606916
Finland,FIN,1977,19.996984912794737
Finland,FIN,1978,20.928228961543297
Finland,FIN,1979,22.37244728026302
Finland,FIN,1980,24.08319949179629
Finland,FIN,1981,24.173162742109078
Finland,FIN,1982,24.389319284180903
Finland,FIN,1983,24.978032650722295
Finland,FIN,1984,25.632358905823637
Finland,FIN,1985,25.80038014873778
Finland,FIN,1986,27.777463664614302
Finland,FIN,1987,28.706995589928436
Finland,FIN,1988,30.721734584683634
Finland,FIN,1989,31.58303043791362
Finland,FIN,1990,32.17027044456709
Finland,FIN,1991,31.542807550365357
Finland,FIN,1992,32.59065161277851
Finland,FIN,1993,34.48525082037353
Finland,FIN,1994,36.920357077917494
Finland,FIN,1995,40.32986606929723
Finland,FIN,1996,39.65355704441133
Finland,FIN,1997,41.89941053066407
Finland,FIN,1998,44.72336409296378
Finland,FIN,1999,46.02345751064312
Finland,FIN,2000,47.46425038921278
Finland,FIN,2001,47.483335896199186
Finland,FIN,2002,46.907175993875846
Finland,FIN,2003,47.853480034958025
Finland,FIN,2004,49.80553669916484
Finland,FIN,2005,52.73541993887076
Finland,FIN,2006,53.034626513360344
Finland,FIN,2007,56.57988276699944
Finland,FIN,2008,57.646392839445284
Finland,FIN,2009,54.96379481522864
Finland,FIN,2010,57.05594013321305
Finland,FIN,2011,57.478253142298264
Finland,FIN,2012,56.848659504929046
Finland,FIN,2013,55.09580013123454
Finland,FIN,2014,55.27193286625875
Finland,FIN,2015,56.28069432350551
Finland,FIN,2016,57.45566317263451
Finland,FIN,2017,58.88463785567796
Finland,FIN,2018,58.10097204455181
Finland,FIN,2019,58.44079794729907
France,FRA,1950,7.066990544157081
France,FRA,1951,7.3708345491439085
France,FRA,1952,7.615431495517432
France,FRA,1953,8.036036925833086
France,FRA,1954,8.459861134174087
France,FRA,1955,8.945584579513582
France,FRA,1956,9.514150695559513
France,FRA,1957,10.13257349757953
France,FRA,1958,10.567479984527816
France,FRA,1959,10.923367671862385
France,FRA,1960,11.760630962105063
France,FRA,1961,12.476836642721146
France,FRA,1962,13.259140677839016
France,FRA,1963,14.115615920890356
France,FRA,1964,14.846327388557892
France,FRA,1965,15.589288509880465
France,FRA,1966,16.373789796051522
France,FRA,1967,17.421176346390514
France,FRA,1968,18.42480795679935
France,FRA,1969,20.164830830258182
France,FRA,1970,21.312584615235657
France,FRA,1971,22.549769638313585
France,FRA,1972,24.26745064397518
France,FRA,1973,25.896788196566877
France,FRA,1974,27.329741665826422
France,FRA,1975,27.793558565500312
France,FRA,1976,28.47385911525331
France,FRA,1977,30.00255396466365
France,FRA,1978,31.754591899976198
France,FRA,1979,32.94601560340009
France,FRA,1980,33.66539972776036
France,FRA,1981,33.427802404345975
France,FRA,1982,34.67189406846051
France,FRA,1983,34.535408337858634
France,FRA,1984,34.4888852076796
France,FRA,1985,34.68584278197255
France,FRA,1986,36.508185895078206
France,FRA,1987,36.96783234494828
France,FRA,1988,38.25111787741097
France,FRA,1989,39.53856533286428
France,FRA,1990,40.62803204059845
France,FRA,1991,40.9068631943065
France,FRA,1992,42.006230399281975
France,FRA,1993,42.57790973956631
France,FRA,1994,43.29832248483077
France,FRA,1995,44.41771073173371
France,FRA,1996,45.24303080360608
France,FRA,1997,47.49207427118009
France,FRA,1998,49.584529646853966
France,FRA,1999,50.93183523917588
France,FRA,2000,53.30746107557857
France,FRA,2001,54.71324699399885
France,FRA,2002,55.97444453611181
France,FRA,2003,54.45297945233337
France,FRA,2004,54.626709434838666
France,FRA,2005,58.8054240185522
France,FRA,2006,60.34197168995369
France,FRA,2007,61.3844095604093
France,FRA,2008,61.362904776959
France,FRA,2009,60.533496903078365
France,FRA,2010,62.62344765202142
France,FRA,2011,63.61984812299305
France,FRA,2012,64.42605478838985
France,FRA,2013,64.4049005717959
France,FRA,2014,64.65074983514947
France,FRA,2015,65.61560478571138
France,FRA,2016,65.87519178220055
France,FRA,2017,68.37434063786331
France,FRA,2018,68.86070680597635
France,FRA,2019,68.63126022034518
Germany,DEU,1950,4.795388712452243
Germany,DEU,1951,5.265030052092775
Germany,DEU,1952,5.704417298290701
Germany,DEU,1953,6.106850048803418
Germany,DEU,1954,6.508941114254434
Germany,DEU,1955,7.258235262209429
Germany,DEU,1956,7.7465121097773
Germany,DEU,1957,8.12303901981076
Germany,DEU,1958,8.419738848280598
Germany,DEU,1959,9.139399666637873
Germany,DEU,1960,9.996917419514286
Germany,DEU,1961,10.425337855399203
Germany,DEU,1962,10.96733933159653
Germany,DEU,1963,11.367185073098671
Germany,DEU,1964,12.132016353288808
Germany,DEU,1965,12.783482756323457
Germany,DEU,1966,13.33751579242452
Germany,DEU,1967,13.751141557999695
Germany,DEU,1968,14.593635621882239
Germany,DEU,1969,15.692114832843446
Germany,DEU,1970,16.49395462993761
Germany,DEU,1971,17.30641672193766
Germany,DEU,1972,18.368864163758815
Germany,DEU,1973,19.575746281925948
Germany,DEU,1974,20.411126976280894
Germany,DEU,1975,21.185820410696426
Germany,DEU,1976,22.13440041006652
Germany,DEU,1977,23.12465618889975
Germany,DEU,1978,23.992763111766017
Germany,DEU,1979,24.95683590594202
Germany,DEU,1980,25.37314271058514
Germany,DEU,1981,25.213594777325852
Germany,DEU,1982,24.999676962443214
Germany,DEU,1983,25.374886138950643
Germany,DEU,1984,25.644768318430618
Germany,DEU,1985,25.796230285907704
Germany,DEU,1986,27.84001292848564
Germany,DEU,1987,29.226922647401814
Germany,DEU,1988,30.68801173583135
Germany,DEU,1989,32.26973873809331
Germany,DEU,1990,35.48058009230736
Germany,DEU,1991,39.042515438908644
Germany,DEU,1992,40.7631652083275
Germany,DEU,1993,42.447566873680806
Germany,DEU,1994,44.12875965639159
Germany,DEU,1995,45.65907854613791
Germany,DEU,1996,46.71666081842652
Germany,DEU,1997,48.59616606407873
Germany,DEU,1998,49.78312462636455
Germany,DEU,1999,51.45359275313483
Germany,DEU,2000,52.285504477028304
Germany,DEU,2001,53.48152313245562
Germany,DEU,2002,53.92992726543614
Germany,DEU,2003,56.04049471810725
Germany,DEU,2004,57.46974032553047
Germany,DEU,2005,60.8350061528163
Germany,DEU,2006,60.94131359356821
Germany,DEU,2007,63.31256465433894
Germany,DEU,2008,64.23089624033565
Germany,DEU,2009,61.58084474544985
Germany,DEU,2010,63.39299634891587
Germany,DEU,2011,65.64054663642405
Germany,DEU,2012,65.2841755210385
Germany,DEU,2013,65.47312026510336
Germany,DEU,2014,67.03571209206716
Germany,DEU,2015,65.97587728892385
Germany,DEU,2016,67.61836754784309
Germany,DEU,2017,69.84848267957038
Germany,DEU,2018,69.22486467151433
Germany,DEU,2019,68.85119219808927
Greece,GRC,1951,3.636376769813703
Greece,GRC,1952,3.534940025501172
Greece,GRC,1953,3.991920756715547
Greece,GRC,1954,4.0549017959786005
Greece,GRC,1955,4.315128832703703
Greece,GRC,1956,4.681694855952667
Greece,GRC,1957,5.039385858034277
Greece,GRC,1958,5.270527035007174
Greece,GRC,1959,5.488951939571426
Greece,GRC,1960,5.59459950560908
Greece,GRC,1961,6.369367042111771
Greece,GRC,1962,6.355302223430178
Greece,GRC,1963,7.309627252627727
Greece,GRC,1964,7.975921587641345
Greece,GRC,1965,8.941836131502255
Greece,GRC,1966,9.773971037887502
Greece,GRC,1967,10.441653917303475
Greece,GRC,1968,11.319661053913054
Greece,GRC,1969,12.700156780188411
Greece,GRC,1970,14.167641443635425
Greece,GRC,1971,15.202813273573366
Greece,GRC,1972,16.628653566582855
Greece,GRC,1973,17.610305247253315
Greece,GRC,1974,16.418835792459163
Greece,GRC,1975,17.327633150577686
Greece,GRC,1976,18.233161636248607
Greece,GRC,1977,18.44658438559642
Greece,GRC,1978,19.63286941973171
Greece,GRC,1979,19.80272970179777
Greece,GRC,1980,19.8500832131898
Greece,GRC,1981,18.889305325836958
Greece,GRC,1982,18.454680252442575
Greece,GRC,1983,18.135271643152375
Greece,GRC,1984,18.596133873198553
Greece,GRC,1985,18.799733436302613
Greece,GRC,1986,19.476491552477185
Greece,GRC,1987,19.27596411031688
Greece,GRC,1988,20.28786052548512
Greece,GRC,1989,21.167871089371708
Greece,GRC,1990,21.16318728117929
Greece,GRC,1991,22.95760376358936
Greece,GRC,1992,22.959054817026857
Greece,GRC,1993,23.204052286073896
Greece,GRC,1994,23.899430055070837
Greece,GRC,1995,24.422226239850662
Greece,GRC,1996,25.279149339099806
Greece,GRC,1997,27.68216403517429
Greece,GRC,1998,28.06617287634206
Greece,GRC,1999,28.65986804200946
Greece,GRC,2000,29.94568688920811
Greece,GRC,2001,31.085327182869214
Greece,GRC,2002,31.68532463652188
Greece,GRC,2003,31.434182736948557
Greece,GRC,2004,32.29342168361006
Greece,GRC,2005,31.981938301122064
Greece,GRC,2006,34.26111384351782
Greece,GRC,2007,34.34361988599701
Greece,GRC,2008,35.341403815585345
Greece,GRC,2009,35.15161198007644
Greece,GRC,2010,34.640184092161334
Greece,GRC,2011,33.54488228329428
Greece,GRC,2012,33.95744836838058
Greece,GRC,2013,34.72748822907088
Greece,GRC,2014,34.524814741017735
Greece,GRC,2015,34.28914208651745
Greece,GRC,2016,33.34413826871311
Greece,GRC,2017,33.35995335423603
Greece,GRC,2018,32.902007583842774
Greece,GRC,2019,33.03278839672922
Hong Kong,HKG,1960,5.949893525623733
Hong Kong,HKG,1961,6.04405732289671
Hong Kong,HKG,1962,6.391827893988163
Hong Kong,HKG,1963,6.964957139210182
Hong Kong,HKG,1964,7.406779586114032
Hong Kong,HKG,1965,8.207192524059856
Hong Kong,HKG,1966,8.504254798073145
Hong Kong,HKG,1967,8.559179281393215
Hong Kong,HKG,1968,8.833506762063003
Hong Kong,HKG,1969,9.653987104024138
Hong Kong,HKG,1970,10.34862542740403
Hong Kong,HKG,1971,10.910024983003526
Hong Kong,HKG,1972,11.650976328733293
Hong Kong,HKG,1973,12.742073373400586
Hong Kong,HKG,1974,12.584007666387084
Hong Kong,HKG,1975,12.200910803801634
Hong Kong,HKG,1976,13.432411245940079
Hong Kong,HKG,1977,14.324501763891938
Hong Kong,HKG,1978,15.028025301362844
Hong Kong,HKG,1979,16.468327084085384
Hong Kong,HKG,1980,16.98773682057205
Hong Kong,HKG,1981,17.02799465648738
Hong Kong,HKG,1982,17.55354559748586
Hong Kong,HKG,1983,18.55583395330543
Hong Kong,HKG,1984,19.75588644425073
Hong Kong,HKG,1985,19.121312023922126
Hong Kong,HKG,1986,21.13034163337894
Hong Kong,HKG,1987,24.433487303947892
Hong Kong,HKG,1988,24.471469917742805
Hong Kong,HKG,1989,26.89266669849439
Hong Kong,HKG,1990,30.088918669438428
Hong Kong,HKG,1991,31.044764789583216
Hong Kong,HKG,1992,35.24939327552257
Hong Kong,HKG,1993,36.32830844938586
Hong Kong,HKG,1994,36.92328582906959
Hong Kong,HKG,1995,38.503506001135186
Hong Kong,HKG,1996,38.27425305064247
Hong Kong,HKG,1997,38.665903374245886
Hong Kong,HKG,1998,36.353673950720164
Hong Kong,HKG,1999,36.43995431280059
Hong Kong,HKG,2000,39.11736494341141
Hong Kong,HKG,2001,40.92395591548948
Hong Kong,HKG,2002,42.994991583885955
Hong Kong,HKG,2003,44.95893878388464
Hong Kong,HKG,2004,50.00592931494647
Hong Kong,HKG,2005,52.222422960020964
Hong Kong,HKG,2006,48.13825004761058
Hong Kong,HKG,2007,49.574163031548416
Hong Kong,HKG,2008,48.99662745314056
Hong Kong,HKG,2009,44.87836682884056
Hong Kong,HKG,2010,47.95696505742999
Hong Kong,HKG,2011,51.55522443572369
Hong Kong,HKG,2012,53.5423796022306
Hong Kong,HKG,2013,58.72206362023289
Hong Kong,HKG,2014,52.20128796947518
Hong Kong,HKG,2015,44.90757930700749
Hong Kong,HKG,2016,44.55309023817037
Hong Kong,HKG,2017,44.37298407314607
Hong Kong,HKG,2018,49.24960202714024
Hong Kong,HKG,2019,49.118413380628866
Hungary,HUN,1980,10.90285717838717
Hungary,HUN,1981,11.121632781102914
Hungary,HUN,1982,11.780672136115749
Hungary,HUN,1983,11.836755333198665
Hungary,HUN,1984,12.41822124238388
Hungary,HUN,1985,12.585480921246422
Hungary,HUN,1986,13.288739589062274
Hungary,HUN,1987,13.991701931691177
Hungary,HUN,1988,14.084562688362933
Hungary,HUN,1989,14.736717717989853
Hungary,HUN,1990,15.225894468111147
Hungary,HUN,1991,14.861747510499281
Hungary,HUN,1992,16.63828320681615
Hungary,HUN,1993,18.909111750492674
Hungary,HUN,1994,19.13593858227518
Hungary,HUN,1995,19.703987794425753
Hungary,HUN,1996,20.291531973788793
Hungary,HUN,1997,19.88185307491825
Hungary,HUN,1998,19.863832337791827
Hungary,HUN,1999,19.76873616340513
Hungary,HUN,2000,21.248329697212483
Hungary,HUN,2001,22.846094425551232
Hungary,HUN,2002,24.28833336062808
Hungary,HUN,2003,25.020475791799115
Hungary,HUN,2004,24.977934114652843
Hungary,HUN,2005,28.270017207893172
Hungary,HUN,2006,28.380607123677958
Hungary,HUN,2007,29.2193029812923
Hungary,HUN,2008,32.15438905718699
Hungary,HUN,2009,32.217776548029164
Hungary,HUN,2010,34.13524869699524
Hungary,HUN,2011,35.10685461395982
Hungary,HUN,2012,34.62094414087062
Hungary,HUN,2013,34.357778145636495
Hungary,HUN,2014,33.29111520995226
Hungary,HUN,2015,33.03733655778692
Hungary,HUN,2016,31.614152645550185
Hungary,HUN,2017,33.05580280383948
Hungary,HUN,2018,33.815915654806915
Hungary,HUN,2019,34.83343954939494
Iceland,ISL,1964,18.141076218830687
Iceland,ISL,1965,19.18489692928487
Iceland,ISL,1966,20.136303598936355
Iceland,ISL,1967,19.87222026300696
Iceland,ISL,1968,18.565561638640414
Iceland,ISL,1969,19.609669019946534
Iceland,ISL,1970,20.46513784726164
Iceland,ISL,1971,23.768810061332704
Iceland,ISL,1972,23.27673216318412
Iceland,ISL,1973,25.55317258922331
Iceland,ISL,1974,26.895183977914066
Iceland,ISL,1975,26.904256320000737
Iceland,ISL,1976,26.417429376767895
Iceland,ISL,1977,30.38006369641957
Iceland,ISL,1978,31.592282628312866
Iceland,ISL,1979,33.07208312708426
Iceland,ISL,1980,34.2588631634401
Iceland,ISL,1981,34.399452546548815
Iceland,ISL,1982,34.67517271707255
Iceland,ISL,1983,31.150746006683743
Iceland,ISL,1984,33.78195729287898
Iceland,ISL,1985,32.16990119098041
Iceland,ISL,1986,33.97989504728979
Iceland,ISL,1987,36.013072929294935
Iceland,ISL,1988,38.36516161400908
Iceland,ISL,1989,37.308182042193394
Iceland,ISL,1990,37.6742806016225
Iceland,ISL,1991,38.36760154904964
Iceland,ISL,1992,36.88827012777498
Iceland,ISL,1993,37.16759406493408
Iceland,ISL,1994,38.657290879221634
Iceland,ISL,1995,37.698425857401574
Iceland,ISL,1996,38.01909893727358
Iceland,ISL,1997,41.16832504512761
Iceland,ISL,1998,41.894548559932424
Iceland,ISL,1999,43.91642485753367
Iceland,ISL,2000,41.566692387455376
Iceland,ISL,2001,42.90699373498236
Iceland,ISL,2002,44.33425275829728
Iceland,ISL,2003,45.29138586021194
Iceland,ISL,2004,47.68721754478498
Iceland,ISL,2005,50.88719475823436
Iceland,ISL,2006,47.75424858205984
Iceland,ISL,2007,49.23370148869637
Iceland,ISL,2008,62.218735620692506
Iceland,ISL,2009,60.83994498173064
Iceland,ISL,2010,56.17161365564697
Iceland,ISL,2011,56.30805323619874
Iceland,ISL,2012,57.96768034100341
Iceland,ISL,2013,56.47683141393678
Iceland,ISL,2014,56.82376702224263
Iceland,ISL,2015,58.148866717786966
Iceland,ISL,2016,58.31125915193234
Iceland,ISL,2017,59.125015861337474
Iceland,ISL,2018,60.209545135181905
Iceland,ISL,2019,64.24421957540915
India,IND,1970,1.96200813011303
India,IND,1971,1.9834533093707065
India,IND,1972,1.9902270119968246
India,IND,1973,2.0480840584886413
India,IND,1974,1.9792040266756077
India,IND,1975,2.109581810990244
India,IND,1976,2.028164034333178
India,IND,1977,1.9587873650396033
India,IND,1978,1.864206780315763
India,IND,1979,1.6844178160652596
India,IND,1980,1.676539942747113
India,IND,1981,1.6167982345299243
India,IND,1982,1.5362914972357613
India,IND,1983,1.5375210317108028
India,IND,1984,1.4994639202250382
India,IND,1985,1.4836581317439792
India,IND,1986,1.503769001540916
India,IND,1987,1.5401371672168473
India,IND,1988,1.615822097047089
India,IND,1989,1.6823389449217425
India,IND,1990,1.7396741189517442
India,IND,1991,1.750540415882352
India,IND,1992,1.8028333324764758
India,IND,1993,1.851811776818672
India,IND,1994,1.9338375854528762
India,IND,1995,2.070300564069859
India,IND,1996,2.2112768114379913
India,IND,1997,2.286061238578802
India,IND,1998,2.4504660196428736
India,IND,1999,2.5882545624493605
India,IND,2000,2.6448793115191394
India,IND,2001,2.717537269391603
India,IND,2002,2.789715865262244
India,IND,2003,2.9582071645733676
India,IND,2004,3.1424246347011726
India,IND,2005,3.5561692333867674
India,IND,2006,3.982322815044717
India,IND,2007,4.450151018245004
India,IND,2008,4.696597620307108
India,IND,2009,4.983915967673009
India,IND,2010,5.699204299315926
India,IND,2011,6.130243735422713
India,IND,2012,6.660224422042357
India,IND,2013,6.548160585723201
India,IND,2014,6.832326947773193
India,IND,2015,7.217728424012577
India,IND,2016,7.609987974295788
India,IND,2017,8.00978712558355
India,IND,2018,8.53667222835268
India,IND,2019,8.68087827276874
Indonesia,IDN,1970,2.352126760413588
Indonesia,IDN,1971,2.469752571804976
Indonesia,IDN,1972,2.678669103713638
Indonesia,IDN,1973,2.8452398163807118
Indonesia,IDN,1974,3.0196361049951608
Indonesia,IDN,1975,3.184362084139953
Indonesia,IDN,1976,3.4578303729074977
Indonesia,IDN,1977,3.669631947476849
Indonesia,IDN,1978,3.613692670043872
Indonesia,IDN,1979,3.7664350278434875
Indonesia,IDN,1980,3.9061270127756225
Indonesia,IDN,1981,3.912776539062057
Indonesia,IDN,1982,3.921343176409257
Indonesia,IDN,1983,3.9616506029521372
Indonesia,IDN,1984,3.9623219570822674
Indonesia,IDN,1985,3.8789003126264716
Indonesia,IDN,1986,4.078640250032531
Indonesia,IDN,1987,4.05377286208582
Indonesia,IDN,1988,3.956890430107317
Indonesia,IDN,1989,4.088239669732367
Indonesia,IDN,1990,4.448760969498381
Indonesia,IDN,1991,4.753371719788228
Indonesia,IDN,1992,5.022843496314145
Indonesia,IDN,1993,5.301348838841467
Indonesia,IDN,1994,5.3822082141095695
Indonesia,IDN,1995,5.751240654509461
Indonesia,IDN,1996,6.144695594454345
Indonesia,IDN,1997,6.128329631794908
Indonesia,IDN,1998,4.744889427117766
Indonesia,IDN,1999,4.656925423801177
Indonesia,IDN,2000,4.382114197594577
Indonesia,IDN,2001,4.385334083189683
Indonesia,IDN,2002,4.466608248044734
Indonesia,IDN,2003,4.4112576890438495
Indonesia,IDN,2004,4.72131858334583
Indonesia,IDN,2005,5.175644134557682
Indonesia,IDN,2006,5.66239800008312
Indonesia,IDN,2007,6.01054822916559
Indonesia,IDN,2008,7.061719890354329
Indonesia,IDN,2009,7.59782386449498
Indonesia,IDN,2010,8.849966584809838
Indonesia,IDN,2011,10.731469184454468
Indonesia,IDN,2012,11.094654848097996
Indonesia,IDN,2013,11.260450777100997
Indonesia,IDN,2014,11.359391389756215
Indonesia,IDN,2015,11.100419046799786
Indonesia,IDN,2016,11.205149189515343
Indonesia,IDN,2017,11.354787266425243
Indonesia,IDN,2018,11.73003294170504
Indonesia,IDN,2019,11.843272019452177
Ireland,IRL,1950,5.234293423018466
Ireland,IRL,1951,5.378118699956689
Ireland,IRL,1952,5.675927488156685
Ireland,IRL,1953,5.894643522526249
Ireland,IRL,1954,6.0741744817079235
Ireland,IRL,1955,6.350702974184926
Ireland,IRL,1956,6.41108073198267
Ireland,IRL,1957,6.654660762950752
Ireland,IRL,1958,6.6692580795015814
Ireland,IRL,1959,7.0293785600834235
Ireland,IRL,1960,7.451241008144631
Ireland,IRL,1961,7.820662528929693
Ireland,IRL,1962,7.930686152815173
Ireland,IRL,1963,8.240917671365354
Ireland,IRL,1964,8.439604693149573
Ireland,IRL,1965,8.567075921960262
Ireland,IRL,1966,8.72273285459865
Ireland,IRL,1967,9.282924040016734
Ireland,IRL,1968,9.957421434542518
Ireland,IRL,1969,10.400439532325615
Ireland,IRL,1970,10.674876635699814
Ireland,IRL,1971,10.96721579176098
Ireland,IRL,1972,12.080990992953916
Ireland,IRL,1973,12.673015712825134
Ireland,IRL,1974,13.019010270442104
Ireland,IRL,1975,13.818488958948334
Ireland,IRL,1976,14.589700528077886
Ireland,IRL,1977,15.715905623955425
Ireland,IRL,1978,17.13532052761079
Ireland,IRL,1979,17.375979893048928
Ireland,IRL,1980,18.617950882830822
Ireland,IRL,1981,19.287745465433147
