,Date,Region,level_2,Value
961,2020-09-01,4.0,Services Inflation,0.9830194
962,2020-10-01,4.0,Overall Inflation,0.6189857
963,2020-10-01,4.0,Services Inflation,1.08141
964,2020-11-01,4.0,Overall Inflation,0.447996
965,2020-11-01,4.0,Services Inflation,1.102425
966,2020-12-01,4.0,Overall Inflation,0.5699269
967,2020-12-01,4.0,Services Inflation,1.096895
968,2021-01-01,4.0,Overall Inflation,0.3959583
969,2021-01-01,4.0,Services Inflation,1.011114
970,2021-02-01,4.0,Overall Inflation,0.4556547
971,2021-02-01,4.0,Services Inflation,1.017858
972,2021-03-01,4.0,Overall Inflation,0.4636922
973,2021-03-01,4.0,Services Inflation,0.925294
974,2021-04-01,4.0,Overall Inflation,0.4945331
975,2021-04-01,4.0,Services Inflation,1.065493
976,2021-05-01,4.0,Overall Inflation,0.641013
977,2021-05-01,4.0,Services Inflation,1.042782
978,2021-06-01,4.0,Overall Inflation,0.673934
979,2021-06-01,4.0,Services Inflation,1.056657
980,2021-07-01,4.0,Overall Inflation,0.739233
981,2021-07-01,4.0,Services Inflation,1.431726
982,2021-08-01,4.0,Overall Inflation,0.727757
983,2021-08-01,4.0,Services Inflation,1.182566
984,2021-09-01,4.0,Overall Inflation,0.7030523
985,2021-09-01,4.0,Services Inflation,1.095662
986,2021-10-01,4.0,Overall Inflation,0.7255495
987,2021-10-01,4.0,Services Inflation,0.9632037
988,2021-11-01,4.0,Overall Inflation,0.7749985
989,2021-11-01,4.0,Services Inflation,1.002438
990,2021-12-01,4.0,Overall Inflation,0.8234608
991,2021-12-01,4.0,Services Inflation,1.04806
992,2022-01-01,4.0,Overall Inflation,0.8416005
993,2022-01-01,4.0,Services Inflation,1.173734
994,2022-02-01,4.0,Overall Inflation,0.8337307
995,2022-02-01,4.0,Services Inflation,0.973669
996,2022-03-01,4.0,Overall Inflation,0.9229376
997,2022-03-01,4.0,Services Inflation,0.9220946
998,2022-04-01,4.0,Overall Inflation,0.9523665
999,2022-04-01,4.0,Services Inflation,0.9792429
1000,2022-05-01,4.0,Overall Inflation,1.020187
1001,2022-05-01,4.0,Services Inflation,1.033325
1002,2007-01-01,5.0,Overall Inflation,-0.8886812
1003,2007-01-01,5.0,Services Inflation,-0.7267859
1004,2007-02-01,5.0,Overall Inflation,-0.9337795
1005,2007-02-01,5.0,Services Inflation,-0.7427152
1006,2007-03-01,5.0,Overall Inflation,-0.8291961
1007,2007-03-01,5.0,Services Inflation,-0.7334039
1008,2007-04-01,5.0,Overall Inflation,-0.7641111
1009,2007-04-01,5.0,Services Inflation,-0.7145054
1010,2007-05-01,5.0,Overall Inflation,-0.736222
1011,2007-05-01,5.0,Services Inflation,-0.691897
1012,2007-06-01,5.0,Overall Inflation,-0.7020165
1013,2007-06-01,5.0,Services Inflation,-0.6735212
1014,2007-07-01,5.0,Overall Inflation,-0.7839841
1015,2007-07-01,5.0,Services Inflation,-0.6733016
1016,2007-08-01,5.0,Overall Inflation,-0.7667745
1017,2007-08-01,5.0,Services Inflation,-0.6667899
1018,2007-09-01,5.0,Overall Inflation,-0.7238547
1019,2007-09-01,5.0,Services Inflation,-0.6522802
1020,2007-10-01,5.0,Overall Inflation,-0.6836104
1021,2007-10-01,5.0,Services Inflation,-0.6237327
1022,2007-11-01,5.0,Overall Inflation,-0.6459768
1023,2007-11-01,5.0,Services Inflation,-0.6228174
1024,2007-12-01,5.0,Overall Inflation,-0.6162529
1025,2007-12-01,5.0,Services Inflation,-0.5892564
1026,2008-01-01,5.0,Overall Inflation,-0.660406
1027,2008-01-01,5.0,Services Inflation,-0.5498279
1028,2008-02-01,5.0,Overall Inflation,-0.6448692
1029,2008-02-01,5.0,Services Inflation,-0.5131352
1030,2008-03-01,5.0,Overall Inflation,-0.6525413
1031,2008-03-01,5.0,Services Inflation,-0.5488887
1032,2008-04-01,5.0,Overall Inflation,-0.5982817
1033,2008-04-01,5.0,Services Inflation,-0.5211501
1034,2008-05-01,5.0,Overall Inflation,-0.5314478
1035,2008-05-01,5.0,Services Inflation,-0.5092363
1036,2008-06-01,5.0,Overall Inflation,-0.4662561
1037,2008-06-01,5.0,Services Inflation,-0.4909049
1038,2008-07-01,5.0,Overall Inflation,-0.5324461
1039,2008-07-01,5.0,Services Inflation,-0.4915184
1040,2008-08-01,5.0,Overall Inflation,-0.5047262
1041,2008-08-01,5.0,Services Inflation,-0.4642957
1042,2008-09-01,5.0,Overall Inflation,-0.4667662
1043,2008-09-01,5.0,Services Inflation,-0.4270759
1044,2008-10-01,5.0,Overall Inflation,-0.455391
1045,2008-10-01,5.0,Services Inflation,-0.3925964
1046,2008-11-01,5.0,Overall Inflation,-0.4186766
1047,2008-11-01,5.0,Services Inflation,-0.3905643
1048,2008-12-01,5.0,Overall Inflation,-0.4598187
1049,2008-12-01,5.0,Services Inflation,-0.3387136
1050,2009-01-01,5.0,Overall Inflation,-0.4644162
1051,2009-01-01,5.0,Services Inflation,-0.3244429
1052,2009-02-01,5.0,Overall Inflation,-0.4147087
1053,2009-02-01,5.0,Services Inflation,-0.2096587
1054,2009-03-01,5.0,Overall Inflation,-0.3838727
1055,2009-03-01,5.0,Services Inflation,-0.2256612
1056,2009-04-01,5.0,Overall Inflation,-0.3694597
1057,2009-04-01,5.0,Services Inflation,-0.2385833
1058,2009-05-01,5.0,Overall Inflation,-0.3236993
1059,2009-05-01,5.0,Services Inflation,-0.2561185
1060,2009-06-01,5.0,Overall Inflation,-0.2974602
1061,2009-06-01,5.0,Services Inflation,-0.2256678
1062,2009-07-01,5.0,Overall Inflation,-0.3557323
1063,2009-07-01,5.0,Services Inflation,-0.2360872
1064,2009-08-01,5.0,Overall Inflation,-0.3492882
1065,2009-08-01,5.0,Services Inflation,-0.21443
1066,2009-09-01,5.0,Overall Inflation,-0.3373362
1067,2009-09-01,5.0,Services Inflation,-0.2108593
1068,2009-10-01,5.0,Overall Inflation,-0.3352681
1069,2009-10-01,5.0,Services Inflation,-0.1766365
1070,2009-11-01,5.0,Overall Inflation,-0.3362977
1071,2009-11-01,5.0,Services Inflation,-0.2104953
1072,2009-12-01,5.0,Overall Inflation,-0.2701327
1073,2009-12-01,5.0,Services Inflation,-0.1905886
1074,2010-01-01,5.0,Overall Inflation,-0.3615766
1075,2010-01-01,5.0,Services Inflation,-0.1537024
1076,2010-02-01,5.0,Overall Inflation,-0.3028542
1077,2010-02-01,5.0,Services Inflation,-0.2304422
1078,2010-03-01,5.0,Overall Inflation,-0.2454663
1079,2010-03-01,5.0,Services Inflation,-0.2126738
1080,2010-04-01,5.0,Overall Inflation,-0.2300974
1081,2010-04-01,5.0,Services Inflation,-0.1796307
1082,2010-05-01,5.0,Overall Inflation,-0.2128798
1083,2010-05-01,5.0,Services Inflation,-0.157788
1084,2010-06-01,5.0,Overall Inflation,-0.1983265
1085,2010-06-01,5.0,Services Inflation,-0.1486305
1086,2010-07-01,5.0,Overall Inflation,-0.2526281
1087,2010-07-01,5.0,Services Inflation,-0.1424844
1088,2010-08-01,5.0,Overall Inflation,-0.1626797
1089,2010-08-01,5.0,Services Inflation,-0.1167398
1090,2010-09-01,5.0,Overall Inflation,-0.1772956
1091,2010-09-01,5.0,Services Inflation,-0.112404
1092,2010-10-01,5.0,Overall Inflation,-0.1569678
1093,2010-10-01,5.0,Services Inflation,-0.1401813
1094,2010-11-01,5.0,Overall Inflation,-0.0690256
1095,2010-11-01,5.0,Services Inflation,-0.1292481
1096,2010-12-01,5.0,Overall Inflation,-0.1326566
1097,2010-12-01,5.0,Services Inflation,-0.1259174
1098,2011-01-01,5.0,Overall Inflation,-0.1104166
1099,2011-01-01,5.0,Services Inflation,0.0123218
1100,2011-02-01,5.0,Overall Inflation,-0.0261257
1101,2011-02-01,5.0,Services Inflation,0.0307732
1102,2011-03-01,5.0,Overall Inflation,-0.0075649
1103,2011-03-01,5.0,Services Inflation,0.0215132
1104,2011-04-01,5.0,Overall Inflation,0.0228226
1105,2011-04-01,5.0,Services Inflation,0.014577
1106,2011-05-01,5.0,Overall Inflation,0.0627759
1107,2011-05-01,5.0,Services Inflation,0.0402031
1108,2011-06-01,5.0,Overall Inflation,0.0526805
1109,2011-06-01,5.0,Services Inflation,0.0290613
1110,2011-07-01,5.0,Overall Inflation,0.053283
1111,2011-07-01,5.0,Services Inflation,0.0354509
1112,2011-08-01,5.0,Overall Inflation,0.0449815
1113,2011-08-01,5.0,Services Inflation,0.0906301
1114,2011-09-01,5.0,Overall Inflation,0.0873424
1115,2011-09-01,5.0,Services Inflation,0.0890931
1116,2011-10-01,5.0,Overall Inflation,0.0871367
1117,2011-10-01,5.0,Services Inflation,0.0647256
1118,2011-11-01,5.0,Overall Inflation,0.1097041
1119,2011-11-01,5.0,Services Inflation,0.0955905
1120,2011-12-01,5.0,Overall Inflation,0.1041834
1121,2011-12-01,5.0,Services Inflation,0.1029125
1122,2012-01-01,5.0,Overall Inflation,0.0404248
1123,2012-01-01,5.0,Services Inflation,0.0858775
1124,2012-02-01,5.0,Overall Inflation,0.0963159
1125,2012-02-01,5.0,Services Inflation,0.0390626
1126,2012-03-01,5.0,Overall Inflation,0.1359507
1127,2012-03-01,5.0,Services Inflation,0.1170895
1128,2012-04-01,5.0,Overall Inflation,0.1368715
1129,2012-04-01,5.0,Services Inflation,0.1348823
1130,2012-05-01,5.0,Overall Inflation,0.1418911
1131,2012-05-01,5.0,Services Inflation,0.1205261
1132,2012-06-01,5.0,Overall Inflation,0.1351852
1133,2012-06-01,5.0,Services Inflation,0.1348474
1134,2012-07-01,5.0,Overall Inflation,0.1056843
1135,2012-07-01,5.0,Services Inflation,0.1024887
1136,2012-08-01,5.0,Overall Inflation,0.1420049
1137,2012-08-01,5.0,Services Inflation,0.1241168
1138,2012-09-01,5.0,Overall Inflation,0.1708223
1139,2012-09-01,5.0,Services Inflation,0.1081239
1140,2012-10-01,5.0,Overall Inflation,0.1888497
1141,2012-10-01,5.0,Services Inflation,0.0965055
1142,2012-11-01,5.0,Overall Inflation,0.1800478
1143,2012-11-01,5.0,Services Inflation,0.1105977
1144,2012-12-01,5.0,Overall Inflation,0.1880421
1145,2012-12-01,5.0,Services Inflation,0.1666573
1146,2013-01-01,5.0,Overall Inflation,0.1728568
1147,2013-01-01,5.0,Services Inflation,0.1966211
1148,2013-02-01,5.0,Overall Inflation,0.1424218
1149,2013-02-01,5.0,Services Inflation,0.2145353
1150,2013-03-01,5.0,Overall Inflation,0.1699906
1151,2013-03-01,5.0,Services Inflation,0.2206005
1152,2013-04-01,5.0,Overall Inflation,0.1324979
1153,2013-04-01,5.0,Services Inflation,0.2186184
1154,2013-05-01,5.0,Overall Inflation,0.1445617
1155,2013-05-01,5.0,Services Inflation,0.2570568
1156,2013-06-01,5.0,Overall Inflation,0.1301326
1157,2013-06-01,5.0,Services Inflation,0.2764763
1158,2013-07-01,5.0,Overall Inflation,0.1155502
1159,2013-07-01,5.0,Services Inflation,0.2730124
1160,2013-08-01,5.0,Overall Inflation,0.1337978
1161,2013-08-01,5.0,Services Inflation,0.2949147
1162,2013-09-01,5.0,Overall Inflation,0.1565849
1163,2013-09-01,5.0,Services Inflation,0.2598582
1164,2013-10-01,5.0,Overall Inflation,0.1433184
1165,2013-10-01,5.0,Services Inflation,0.2104519
1166,2013-11-01,5.0,Overall Inflation,0.1393168
1167,2013-11-01,5.0,Services Inflation,0.2306716
1168,2013-12-01,5.0,Overall Inflation,0.1403681
1169,2013-12-01,5.0,Services Inflation,0.2880593
1170,2014-01-01,5.0,Overall Inflation,0.1753848
1171,2014-01-01,5.0,Services Inflation,0.2723114
1172,2014-02-01,5.0,Overall Inflation,0.1511926
1173,2014-02-01,5.0,Services Inflation,0.207201
1174,2014-03-01,5.0,Overall Inflation,0.1620872
1175,2014-03-01,5.0,Services Inflation,0.2421048
1176,2014-04-01,5.0,Overall Inflation,0.13482
1177,2014-04-01,5.0,Services Inflation,0.2391442
1178,2014-05-01,5.0,Overall Inflation,0.1366751
1179,2014-05-01,5.0,Services Inflation,0.2461725
1180,2014-06-01,5.0,Overall Inflation,0.1340677
1181,2014-06-01,5.0,Services Inflation,0.2402435
1182,2014-07-01,5.0,Overall Inflation,0.0977142
1183,2014-07-01,5.0,Services Inflation,0.2527982
1184,2014-08-01,5.0,Overall Inflation,0.1337881
1185,2014-08-01,5.0,Services Inflation,0.2751477
1186,2014-09-01,5.0,Overall Inflation,0.1776692
1187,2014-09-01,5.0,Services Inflation,0.282176
1188,2014-10-01,5.0,Overall Inflation,0.1603749
1189,2014-10-01,5.0,Services Inflation,0.2956136
1190,2014-11-01,5.0,Overall Inflation,0.1400524
1191,2014-11-01,5.0,Services Inflation,0.2964714
1192,2014-12-01,5.0,Overall Inflation,0.126223
1193,2014-12-01,5.0,Services Inflation,0.2996401
1194,2015-01-01,5.0,Overall Inflation,0.097811
1195,2015-01-01,5.0,Services Inflation,0.3237588
1196,2015-02-01,5.0,Overall Inflation,0.1061397
1197,2015-02-01,5.0,Services Inflation,0.3143308
1198,2015-03-01,5.0,Overall Inflation,0.1285116
1199,2015-03-01,5.0,Services Inflation,0.3195805
1200,2015-04-01,5.0,Overall Inflation,0.1101972
1201,2015-04-01,5.0,Services Inflation,0.3241071
1202,2015-05-01,5.0,Overall Inflation,0.0987975
1203,2015-05-01,5.0,Services Inflation,0.2924698
1204,2015-06-01,5.0,Overall Inflation,0.1234534
1205,2015-06-01,5.0,Services Inflation,0.3188888
1206,2015-07-01,5.0,Overall Inflation,0.0920171
1207,2015-07-01,5.0,Services Inflation,0.3365034
1208,2015-08-01,5.0,Overall Inflation,0.1120793
1209,2015-08-01,5.0,Services Inflation,0.3246459
1210,2015-09-01,5.0,Overall Inflation,0.1194507
1211,2015-09-01,5.0,Services Inflation,0.3544939
1212,2015-10-01,5.0,Overall Inflation,0.108935
1213,2015-10-01,5.0,Services Inflation,0.3594175
1214,2015-11-01,5.0,Overall Inflation,0.1131773
1215,2015-11-01,5.0,Services Inflation,0.3420763
1216,2015-12-01,5.0,Overall Inflation,0.0998272
1217,2015-12-01,5.0,Services Inflation,0.3795099
1218,2016-01-01,5.0,Overall Inflation,0.1156554
1219,2016-01-01,5.0,Services Inflation,0.4193958
1220,2016-02-01,5.0,Overall Inflation,0.1263973
1221,2016-02-01,5.0,Services Inflation,0.4386561
1222,2016-03-01,5.0,Overall Inflation,0.1461318
1223,2016-03-01,5.0,Services Inflation,0.4395192
1224,2016-04-01,5.0,Overall Inflation,0.1262976
1225,2016-04-01,5.0,Services Inflation,0.4439058
1226,2016-05-01,5.0,Overall Inflation,0.1562993
1227,2016-05-01,5.0,Services Inflation,0.4257878
1228,2016-06-01,5.0,Overall Inflation,0.1643371
1229,2016-06-01,5.0,Services Inflation,0.4568851
1230,2016-07-01,5.0,Overall Inflation,0.1163054
1231,2016-07-01,5.0,Services Inflation,0.4438935
1232,2016-08-01,5.0,Overall Inflation,0.1930542
1233,2016-08-01,5.0,Services Inflation,0.4707579
1234,2016-09-01,5.0,Overall Inflation,0.1939235
1235,2016-09-01,5.0,Services Inflation,0.4886282
1236,2016-10-01,5.0,Overall Inflation,0.172285
1237,2016-10-01,5.0,Services Inflation,0.4783544
1238,2016-11-01,5.0,Overall Inflation,0.1805292
1239,2016-11-01,5.0,Services Inflation,0.5138007
1240,2016-12-01,5.0,Overall Inflation,0.1831412
1241,2016-12-01,5.0,Services Inflation,0.4613869
1242,2017-11-01,5.0,Overall Inflation,0.3115562
1243,2017-11-01,5.0,Services Inflation,0.6422914
1244,2017-12-01,5.0,Overall Inflation,0.301936
1245,2017-12-01,5.0,Services Inflation,0.6502473
1246,2018-01-01,5.0,Overall Inflation,0.3006482
1247,2018-01-01,5.0,Services Inflation,0.7089296
1248,2018-02-01,5.0,Overall Inflation,0.3735216
1249,2018-02-01,5.0,Services Inflation,0.6686783
1250,2018-03-01,5.0,Overall Inflation,0.398038
1251,2018-03-01,5.0,Services Inflation,0.6910053
1252,2018-04-01,5.0,Overall Inflation,0.4017736
1253,2018-04-01,5.0,Services Inflation,0.7177281
1254,2018-05-01,5.0,Overall Inflation,0.4303822
1255,2018-05-01,5.0,Services Inflation,0.7209922
1256,2018-06-01,5.0,Overall Inflation,0.4001801
1257,2018-06-01,5.0,Services Inflation,0.7285262
1258,2018-07-01,5.0,Overall Inflation,0.3872399
1259,2018-07-01,5.0,Services Inflation,0.7357079
1260,2018-08-01,5.0,Overall Inflation,0.4517276
1261,2018-08-01,5.0,Services Inflation,0.7380919
1262,2018-09-01,5.0,Overall Inflation,0.4471421
1263,2018-09-01,5.0,Services Inflation,0.7527731
1264,2018-10-01,5.0,Overall Inflation,0.455403
1265,2018-10-01,5.0,Services Inflation,0.7598795
1266,2018-11-01,5.0,Overall Inflation,0.5045167
1267,2018-11-01,5.0,Services Inflation,0.7773345
1268,2018-12-01,5.0,Overall Inflation,0.4851458
1269,2018-12-01,5.0,Services Inflation,0.793098
1270,2019-09-01,5.0,Overall Inflation,0.5529603
1271,2019-09-01,5.0,Services Inflation,0.6462209
1272,2019-10-01,5.0,Overall Inflation,0.551791
1273,2019-10-01,5.0,Services Inflation,0.6632787
1274,2019-11-01,5.0,Overall Inflation,0.5903195
1275,2019-11-01,5.0,Services Inflation,0.7155916
1276,2019-12-01,5.0,Overall Inflation,0.5943964
1277,2019-12-01,5.0,Services Inflation,0.7382951
1278,2020-01-01,5.0,Overall Inflation,0.5453781
1279,2020-01-01,5.0,Services Inflation,0.7402402
1280,2020-02-01,5.0,Overall Inflation,0.5388666
1281,2020-02-01,5.0,Services Inflation,0.7704509
1282,2020-03-01,5.0,Overall Inflation,0.5936983
1283,2020-03-01,5.0,Services Inflation,0.7526414
1284,2020-04-01,5.0,Overall Inflation,0.293097
1285,2020-04-01,5.0,Services Inflation,1.03873
1286,2020-05-01,5.0,Overall Inflation,0.3319668
1287,2020-05-01,5.0,Services Inflation,0.896522
1288,2020-06-01,5.0,Overall Inflation,0.4130724
1289,2020-06-01,5.0,Services Inflation,1.036611
1290,2020-07-01,5.0,Overall Inflation,0.4898266
1291,2020-07-01,5.0,Services Inflation,0.8198277
1292,2020-08-01,5.0,Overall Inflation,0.4483354
1293,2020-08-01,5.0,Services Inflation,0.7367589
1294,2020-09-01,5.0,Overall Inflation,0.5331293
1295,2020-09-01,5.0,Services Inflation,0.8599629
1296,2020-10-01,5.0,Overall Inflation,0.538156
1297,2020-10-01,5.0,Services Inflation,0.8706397
1298,2020-11-01,5.0,Overall Inflation,0.451077
1299,2020-11-01,5.0,Services Inflation,0.9419245
1300,2020-12-01,5.0,Overall Inflation,0.5586507
1301,2020-12-01,5.0,Services Inflation,0.9243174
1302,2021-01-01,5.0,Overall Inflation,0.4496383
1303,2021-01-01,5.0,Services Inflation,1.068292
1304,2021-02-01,5.0,Overall Inflation,0.4938967
1305,2021-02-01,5.0,Services Inflation,1.059828
1306,2021-03-01,5.0,Overall Inflation,0.5108748
1307,2021-03-01,5.0,Services Inflation,1.032729
1308,2021-04-01,5.0,Overall Inflation,0.5581158
1309,2021-04-01,5.0,Services Inflation,1.09966
1310,2021-05-01,5.0,Overall Inflation,0.5778205
1311,2021-05-01,5.0,Services Inflation,1.129964
1312,2021-06-01,5.0,Overall Inflation,0.5475569
1313,2021-06-01,5.0,Services Inflation,1.159177
1314,2021-07-01,5.0,Overall Inflation,0.5458518
1315,2021-07-01,5.0,Services Inflation,1.154888
1316,2021-08-01,5.0,Overall Inflation,0.5543042
1317,2021-08-01,5.0,Services Inflation,1.213158
1318,2021-09-01,5.0,Overall Inflation,0.5950876
1319,2021-09-01,5.0,Services Inflation,1.13742
1320,2021-10-01,5.0,Overall Inflation,0.6153542
1321,2021-10-01,5.0,Services Inflation,1.14732
1322,2021-11-01,5.0,Overall Inflation,0.6507723
1323,2021-11-01,5.0,Services Inflation,1.136644
1324,2021-12-01,5.0,Overall Inflation,0.6705026
1325,2021-12-01,5.0,Services Inflation,1.156951
1326,2022-01-01,5.0,Overall Inflation,0.7064957
1327,2022-01-01,5.0,Services Inflation,1.197041
1328,2022-02-01,5.0,Overall Inflation,0.7734677
1329,2022-02-01,5.0,Services Inflation,1.189036
1330,2022-03-01,5.0,Overall Inflation,0.852767
1331,2022-03-01,5.0,Services Inflation,1.199322
1332,2022-04-01,5.0,Overall Inflation,0.8827994
1333,2022-04-01,5.0,Services Inflation,1.23772
1334,2022-05-01,5.0,Overall Inflation,0.9685553
1335,2022-05-01,5.0,Services Inflation,1.374434
1336,2007-01-01,6.0,Overall Inflation,-1.178219
1337,2007-01-01,6.0,Services Inflation,-1.069233
1338,2007-02-01,6.0,Overall Inflation,-1.172607
1339,2007-02-01,6.0,Services Inflation,-1.106419
1340,2007-03-01,6.0,Overall Inflation,-1.045214
1341,2007-03-01,6.0,Services Inflation,-1.072044
1342,2007-04-01,6.0,Overall Inflation,-0.9889687
1343,2007-04-01,6.0,Services Inflation,-1.058365
1344,2007-05-01,6.0,Overall Inflation,-0.9598008
1345,2007-05-01,6.0,Services Inflation,-1.03072
1346,2007-06-01,6.0,Overall Inflation,-0.9279839
1347,2007-06-01,6.0,Services Inflation,-0.9960765
1348,2007-07-01,6.0,Overall Inflation,-1.005016
1349,2007-07-01,6.0,Services Inflation,-0.9965662
1350,2007-08-01,6.0,Overall Inflation,-0.9758535
1351,2007-08-01,6.0,Services Inflation,-0.9970354
1352,2007-09-01,6.0,Overall Inflation,-0.9021238
1353,2007-09-01,6.0,Services Inflation,-0.9803886
1354,2007-10-01,6.0,Overall Inflation,-0.9223878
1355,2007-10-01,6.0,Services Inflation,-0.9448842
1356,2007-11-01,6.0,Overall Inflation,-0.9016193
1357,2007-11-01,6.0,Services Inflation,-0.9525833
1358,2007-12-01,6.0,Overall Inflation,-0.8642883
1359,2007-12-01,6.0,Services Inflation,-0.9243452
1360,2008-01-01,6.0,Overall Inflation,-0.9051069
1361,2008-01-01,6.0,Services Inflation,-0.8816731
1362,2008-02-01,6.0,Overall Inflation,-0.8853899
1363,2008-02-01,6.0,Services Inflation,-0.8654547
1364,2008-03-01,6.0,Overall Inflation,-0.8499274
1365,2008-03-01,6.0,Services Inflation,-0.8340863
1366,2008-04-01,6.0,Overall Inflation,-0.7800658
1367,2008-04-01,6.0,Services Inflation,-0.804708
1368,2008-05-01,6.0,Overall Inflation,-0.7574915
1369,2008-05-01,6.0,Services Inflation,-0.7876545
1370,2008-06-01,6.0,Overall Inflation,-0.6754989
1371,2008-06-01,6.0,Services Inflation,-0.7747992
1372,2008-07-01,6.0,Overall Inflation,-0.7374448
1373,2008-07-01,6.0,Services Inflation,-0.7622423
1374,2008-08-01,6.0,Overall Inflation,-0.6970997
1375,2008-08-01,6.0,Services Inflation,-0.7311658
1376,2008-09-01,6.0,Overall Inflation,-0.7226408
1377,2008-09-01,6.0,Services Inflation,-0.6677688
1378,2008-10-01,6.0,Overall Inflation,-0.6880615
1379,2008-10-01,6.0,Services Inflation,-0.5784492
1380,2008-11-01,6.0,Overall Inflation,-0.6730555
1381,2008-11-01,6.0,Services Inflation,-0.6234564
1382,2008-12-01,6.0,Overall Inflation,-0.7124915
1383,2008-12-01,6.0,Services Inflation,-0.6018346
1384,2009-01-01,6.0,Overall Inflation,-0.7243649
1385,2009-01-01,6.0,Services Inflation,-0.671904
1386,2009-02-01,6.0,Overall Inflation,-0.6051693
1387,2009-02-01,6.0,Services Inflation,-0.5602772
1388,2009-03-01,6.0,Overall Inflation,-0.6000957
1389,2009-03-01,6.0,Services Inflation,-0.6627748
1390,2009-04-01,6.0,Overall Inflation,-0.5907078
1391,2009-04-01,6.0,Services Inflation,-0.6037406
1392,2009-05-01,6.0,Overall Inflation,-0.5313114
1393,2009-05-01,6.0,Services Inflation,-0.6188974
1394,2009-06-01,6.0,Overall Inflation,-0.5352722
1395,2009-06-01,6.0,Services Inflation,-0.5977468
1396,2009-07-01,6.0,Overall Inflation,-0.5678092
1397,2009-07-01,6.0,Services Inflation,-0.6260977
1398,2009-08-01,6.0,Overall Inflation,-0.5604153
1399,2009-08-01,6.0,Services Inflation,-0.6207515
1400,2009-09-01,6.0,Overall Inflation,-0.5921941
1401,2009-09-01,6.0,Services Inflation,-0.6179135
1402,2009-10-01,6.0,Overall Inflation,-0.5601141
1403,2009-10-01,6.0,Services Inflation,-0.596905
1404,2009-11-01,6.0,Overall Inflation,-0.5496064
1405,2009-11-01,6.0,Services Inflation,-0.5782622
1406,2009-12-01,6.0,Overall Inflation,-0.5442739
1407,2009-12-01,6.0,Services Inflation,-0.5749488
1408,2010-01-01,6.0,Overall Inflation,-0.5620095
1409,2010-01-01,6.0,Services Inflation,-0.564081
1410,2010-02-01,6.0,Overall Inflation,-0.4719751
1411,2010-02-01,6.0,Services Inflation,-0.5836755
1412,2010-03-01,6.0,Overall Inflation,-0.4385942
1413,2010-03-01,6.0,Services Inflation,-0.5704408
1414,2010-04-01,6.0,Overall Inflation,-0.4273862
1415,2010-04-01,6.0,Services Inflation,-0.5530628
1416,2010-05-01,6.0,Overall Inflation,-0.4001684
1417,2010-05-01,6.0,Services Inflation,-0.550457
1418,2010-06-01,6.0,Overall Inflation,-0.4111047
1419,2010-06-01,6.0,Services Inflation,-0.4969011
1420,2010-07-01,6.0,Overall Inflation,-0.4475794
1421,2010-07-01,6.0,Services Inflation,-0.5657625
1422,2010-08-01,6.0,Overall Inflation,-0.4203625
1423,2010-08-01,6.0,Services Inflation,-0.5208042
1424,2010-09-01,6.0,Overall Inflation,-0.4548838
1425,2010-09-01,6.0,Services Inflation,-0.5543382
1426,2010-10-01,6.0,Overall Inflation,-0.3551482
1427,2010-10-01,6.0,Services Inflation,-0.5328906
1428,2010-11-01,6.0,Overall Inflation,-0.322193
1429,2010-11-01,6.0,Services Inflation,-0.503143
1430,2010-12-01,6.0,Overall Inflation,-0.3535135
1431,2010-12-01,6.0,Services Inflation,-0.5168843
1432,2011-01-01,6.0,Overall Inflation,-0.2551529
1433,2011-01-01,6.0,Services Inflation,-0.3997264
1434,2011-02-01,6.0,Overall Inflation,-0.2423945
1435,2011-02-01,6.0,Services Inflation,-0.4109121
1436,2011-03-01,6.0,Overall Inflation,-0.2375651
1437,2011-03-01,6.0,Services Inflation,-0.41481
1438,2011-04-01,6.0,Overall Inflation,-0.2083832
1439,2011-04-01,6.0,Services Inflation,-0.3854308
1440,2011-05-01,6.0,Overall Inflation,-0.1726091
1441,2011-05-01,6.0,Services Inflation,-0.3561458
1442,2011-06-01,6.0,Overall Inflation,-0.1927949
1443,2011-06-01,6.0,Services Inflation,-0.3624101
1444,2011-07-01,6.0,Overall Inflation,-0.1720031
1445,2011-07-01,6.0,Services Inflation,-0.3114104
1446,2011-08-01,6.0,Overall Inflation,-0.1746475
1447,2011-08-01,6.0,Services Inflation,-0.3184251
1448,2011-09-01,6.0,Overall Inflation,-0.1059965
1449,2011-09-01,6.0,Services Inflation,-0.3202395
1450,2011-10-01,6.0,Overall Inflation,-0.1059603
1451,2011-10-01,6.0,Services Inflation,-0.3080756
1452,2011-11-01,6.0,Overall Inflation,-0.0898428
1453,2011-11-01,6.0,Services Inflation,-0.3192359
1454,2011-12-01,6.0,Overall Inflation,-0.1074567
1455,2011-12-01,6.0,Services Inflation,-0.332474
1456,2012-01-01,6.0,Overall Inflation,-0.125699
1457,2012-01-01,6.0,Services Inflation,-0.3167001
1458,2012-02-01,6.0,Overall Inflation,0.0068113
1459,2012-02-01,6.0,Services Inflation,-0.3538208
1460,2012-03-01,6.0,Overall Inflation,0.0130075
1461,2012-03-01,6.0,Services Inflation,-0.3080188
1462,2012-04-01,6.0,Overall Inflation,0.0195145
1463,2012-04-01,6.0,Services Inflation,-0.2922865
1464,2012-05-01,6.0,Overall Inflation,0.0395088
1465,2012-05-01,6.0,Services Inflation,-0.2877995
