,Date,Region,level_2,Value
2024,2007-11-01,8.0,Overall Inflation,-0.8010455
2025,2007-11-01,8.0,Services Inflation,-1.053891
2026,2007-12-01,8.0,Overall Inflation,-0.762036
2027,2007-12-01,8.0,Services Inflation,-1.028865
2028,2008-01-01,8.0,Overall Inflation,-0.8204696
2029,2008-01-01,8.0,Services Inflation,-0.9831889
2030,2008-02-01,8.0,Overall Inflation,-0.8403634
2031,2008-02-01,8.0,Services Inflation,-0.9094952
2032,2008-03-01,8.0,Overall Inflation,-0.7971998
2033,2008-03-01,8.0,Services Inflation,-0.8779022
2034,2008-04-01,8.0,Overall Inflation,-0.727898
2035,2008-04-01,8.0,Services Inflation,-0.8513724
2036,2008-05-01,8.0,Overall Inflation,-0.6723304
2037,2008-05-01,8.0,Services Inflation,-0.8447612
2038,2008-06-01,8.0,Overall Inflation,-0.6403053
2039,2008-06-01,8.0,Services Inflation,-0.851309
2040,2008-07-01,8.0,Overall Inflation,-0.7485306
2041,2008-07-01,8.0,Services Inflation,-0.8350359
2042,2008-08-01,8.0,Overall Inflation,-0.6579851
2043,2008-08-01,8.0,Services Inflation,-0.831935
2044,2008-09-01,8.0,Overall Inflation,-0.6335574
2045,2008-09-01,8.0,Services Inflation,-0.7839504
2046,2008-10-01,8.0,Overall Inflation,-0.6161062
2047,2008-10-01,8.0,Services Inflation,-0.7360519
2048,2008-11-01,8.0,Overall Inflation,-0.5660233
2049,2008-11-01,8.0,Services Inflation,-0.7203198
2050,2008-12-01,8.0,Overall Inflation,-0.6303533
2051,2008-12-01,8.0,Services Inflation,-0.7364329
2052,2009-01-01,8.0,Overall Inflation,-0.7000693
2053,2009-01-01,8.0,Services Inflation,-0.827754
2054,2009-02-01,8.0,Overall Inflation,-0.6303942
2055,2009-02-01,8.0,Services Inflation,-0.8416607
2056,2009-03-01,8.0,Overall Inflation,-0.6196924
2057,2009-03-01,8.0,Services Inflation,-0.8539249
2058,2009-04-01,8.0,Overall Inflation,-0.6009793
2059,2009-04-01,8.0,Services Inflation,-0.8333256
2060,2009-05-01,8.0,Overall Inflation,-0.5752465
2061,2009-05-01,8.0,Services Inflation,-0.8397951
2062,2009-06-01,8.0,Overall Inflation,-0.5923852
2063,2009-06-01,8.0,Services Inflation,-0.8403823
2064,2009-07-01,8.0,Overall Inflation,-0.652126
2065,2009-07-01,8.0,Services Inflation,-0.831164
2066,2009-08-01,8.0,Overall Inflation,-0.6101936
2067,2009-08-01,8.0,Services Inflation,-0.8192624
2068,2009-09-01,8.0,Overall Inflation,-0.5927367
2069,2009-09-01,8.0,Services Inflation,-0.8048442
2070,2009-10-01,8.0,Overall Inflation,-0.5708672
2071,2009-10-01,8.0,Services Inflation,-0.797875
2072,2009-11-01,8.0,Overall Inflation,-0.5586295
2073,2009-11-01,8.0,Services Inflation,-0.7636135
2074,2009-12-01,8.0,Overall Inflation,-0.5459088
2075,2009-12-01,8.0,Services Inflation,-0.7555147
2076,2010-01-01,8.0,Overall Inflation,-0.5725615
2077,2010-01-01,8.0,Services Inflation,-0.7101563
2078,2010-02-01,8.0,Overall Inflation,-0.4843968
2079,2010-02-01,8.0,Services Inflation,-0.6266104
2080,2010-03-01,8.0,Overall Inflation,-0.4564561
2081,2010-03-01,8.0,Services Inflation,-0.6450701
2082,2010-04-01,8.0,Overall Inflation,-0.4337974
2083,2010-04-01,8.0,Services Inflation,-0.6218073
2084,2010-05-01,8.0,Overall Inflation,-0.4129435
2085,2010-05-01,8.0,Services Inflation,-0.615616
2086,2010-06-01,8.0,Overall Inflation,-0.4185138
2087,2010-06-01,8.0,Services Inflation,-0.6041151
2088,2010-07-01,8.0,Overall Inflation,-0.4885669
2089,2010-07-01,8.0,Services Inflation,-0.6176665
2090,2010-08-01,8.0,Overall Inflation,-0.5020721
2091,2010-08-01,8.0,Services Inflation,-0.6124732
2092,2010-09-01,8.0,Overall Inflation,-0.4686612
2093,2010-09-01,8.0,Services Inflation,-0.5977392
2094,2010-10-01,8.0,Overall Inflation,-0.3940861
2095,2010-10-01,8.0,Services Inflation,-0.5794995
2096,2010-11-01,8.0,Overall Inflation,-0.3326911
2097,2010-11-01,8.0,Services Inflation,-0.5864823
2098,2010-12-01,8.0,Overall Inflation,-0.3445987
2099,2010-12-01,8.0,Services Inflation,-0.5699052
2100,2011-01-01,8.0,Overall Inflation,-0.29578
2101,2011-01-01,8.0,Services Inflation,-0.5191765
2102,2011-02-01,8.0,Overall Inflation,-0.2866088
2103,2011-02-01,8.0,Services Inflation,-0.4955745
2104,2011-03-01,8.0,Overall Inflation,-0.3034421
2105,2011-03-01,8.0,Services Inflation,-0.5158041
2106,2011-04-01,8.0,Overall Inflation,-0.2607916
2107,2011-04-01,8.0,Services Inflation,-0.4981126
2108,2011-05-01,8.0,Overall Inflation,-0.2688478
2109,2011-05-01,8.0,Services Inflation,-0.4902602
2110,2011-06-01,8.0,Overall Inflation,-0.284571
2111,2011-06-01,8.0,Services Inflation,-0.4976412
2112,2011-07-01,8.0,Overall Inflation,-0.2595496
2113,2011-07-01,8.0,Services Inflation,-0.4981365
2114,2011-08-01,8.0,Overall Inflation,-0.2258073
2115,2011-08-01,8.0,Services Inflation,-0.4892907
2116,2011-09-01,8.0,Overall Inflation,-0.1807255
2117,2011-09-01,8.0,Services Inflation,-0.4714377
2118,2011-10-01,8.0,Overall Inflation,-0.1796176
2119,2011-10-01,8.0,Services Inflation,-0.4765119
2120,2011-11-01,8.0,Overall Inflation,-0.1687937
2121,2011-11-01,8.0,Services Inflation,-0.4245681
2122,2011-12-01,8.0,Overall Inflation,-0.193863
2123,2011-12-01,8.0,Services Inflation,-0.4372723
2124,2012-01-01,8.0,Overall Inflation,-0.2052728
2125,2012-01-01,8.0,Services Inflation,-0.4486594
2126,2012-02-01,8.0,Overall Inflation,-0.0957314
2127,2012-02-01,8.0,Services Inflation,-0.4829538
2128,2012-03-01,8.0,Overall Inflation,-0.0944448
2129,2012-03-01,8.0,Services Inflation,-0.4567625
2130,2012-04-01,8.0,Overall Inflation,-0.0918354
2131,2012-04-01,8.0,Services Inflation,-0.4542993
2132,2012-05-01,8.0,Overall Inflation,-0.0629433
2133,2012-05-01,8.0,Services Inflation,-0.4844374
2134,2012-06-01,8.0,Overall Inflation,-0.1327527
2135,2012-06-01,8.0,Services Inflation,-0.4595627
2136,2012-07-01,8.0,Overall Inflation,-0.1141612
2137,2012-07-01,8.0,Services Inflation,-0.4611218
2138,2012-08-01,8.0,Overall Inflation,-0.0803028
2139,2012-08-01,8.0,Services Inflation,-0.4432491
2140,2012-09-01,8.0,Overall Inflation,-0.0537501
2141,2012-09-01,8.0,Services Inflation,-0.4287149
2142,2012-10-01,8.0,Overall Inflation,-0.0576298
2143,2012-10-01,8.0,Services Inflation,-0.4326186
2144,2012-11-01,8.0,Overall Inflation,-0.0380291
2145,2012-11-01,8.0,Services Inflation,-0.4015104
2146,2012-12-01,8.0,Overall Inflation,-0.0507619
2147,2012-12-01,8.0,Services Inflation,-0.3907529
2148,2013-01-01,8.0,Overall Inflation,-0.0606295
2149,2013-01-01,8.0,Services Inflation,-0.3749431
2150,2013-02-01,8.0,Overall Inflation,-0.0314658
2151,2013-02-01,8.0,Services Inflation,-0.2832991
2152,2013-03-01,8.0,Overall Inflation,-0.0365237
2153,2013-03-01,8.0,Services Inflation,-0.2758188
2154,2013-04-01,8.0,Overall Inflation,-0.0175889
2155,2013-04-01,8.0,Services Inflation,-0.3079386
2156,2013-05-01,8.0,Overall Inflation,-0.0095533
2157,2013-05-01,8.0,Services Inflation,-0.3241981
2158,2013-06-01,8.0,Overall Inflation,-0.0333668
2159,2013-06-01,8.0,Services Inflation,-0.317433
2160,2013-07-01,8.0,Overall Inflation,-0.065782
2161,2013-07-01,8.0,Services Inflation,-0.3418799
2162,2013-08-01,8.0,Overall Inflation,-0.0314671
2163,2013-08-01,8.0,Services Inflation,-0.3135465
2164,2013-09-01,8.0,Overall Inflation,0.0070376
2165,2013-09-01,8.0,Services Inflation,-0.2757771
2166,2013-10-01,8.0,Overall Inflation,-0.0095414
2167,2013-10-01,8.0,Services Inflation,-0.2648015
2168,2013-11-01,8.0,Overall Inflation,0.0033828
2169,2013-11-01,8.0,Services Inflation,-0.2705506
2170,2013-12-01,8.0,Overall Inflation,-0.0064307
2171,2013-12-01,8.0,Services Inflation,-0.2528229
2172,2014-01-01,8.0,Overall Inflation,-0.0095016
2173,2014-01-01,8.0,Services Inflation,-0.2322601
2174,2014-02-01,8.0,Overall Inflation,0.0807713
2175,2014-02-01,8.0,Services Inflation,-0.2679667
2176,2014-03-01,8.0,Overall Inflation,0.0774924
2177,2014-03-01,8.0,Services Inflation,-0.2514409
2178,2014-04-01,8.0,Overall Inflation,0.0661669
2179,2014-04-01,8.0,Services Inflation,-0.2636119
2180,2014-05-01,8.0,Overall Inflation,0.0905885
2181,2014-05-01,8.0,Services Inflation,-0.2481725
2182,2014-06-01,8.0,Overall Inflation,0.0640367
2183,2014-06-01,8.0,Services Inflation,-0.2494424
2184,2014-07-01,8.0,Overall Inflation,0.0184907
2185,2014-07-01,8.0,Services Inflation,-0.2478589
2186,2014-08-01,8.0,Overall Inflation,0.035222
2187,2014-08-01,8.0,Services Inflation,-0.2789139
2188,2014-09-01,8.0,Overall Inflation,0.0869151
2189,2014-09-01,8.0,Services Inflation,-0.2777175
2190,2014-10-01,8.0,Overall Inflation,0.0702432
2191,2014-10-01,8.0,Services Inflation,-0.273241
2192,2014-11-01,8.0,Overall Inflation,0.0556615
2193,2014-11-01,8.0,Services Inflation,-0.2487565
2194,2014-12-01,8.0,Overall Inflation,0.0536397
2195,2014-12-01,8.0,Services Inflation,-0.2093002
2196,2015-01-01,8.0,Overall Inflation,-0.0114632
2197,2015-01-01,8.0,Services Inflation,-0.2278816
2198,2015-02-01,8.0,Overall Inflation,0.0282338
2199,2015-02-01,8.0,Services Inflation,-0.2404292
2200,2015-03-01,8.0,Overall Inflation,0.0445337
2201,2015-03-01,8.0,Services Inflation,-0.2422214
2202,2015-04-01,8.0,Overall Inflation,0.032802
2203,2015-04-01,8.0,Services Inflation,-0.2889246
2204,2015-05-01,8.0,Overall Inflation,0.0277314
2205,2015-05-01,8.0,Services Inflation,-0.3165258
2206,2015-06-01,8.0,Overall Inflation,0.0586653
2207,2015-06-01,8.0,Services Inflation,-0.3125627
2208,2015-07-01,8.0,Overall Inflation,0.0136758
2209,2015-07-01,8.0,Services Inflation,-0.3116424
2210,2015-08-01,8.0,Overall Inflation,0.0177869
2211,2015-08-01,8.0,Services Inflation,-0.3083199
2212,2015-09-01,8.0,Overall Inflation,0.0531767
2213,2015-09-01,8.0,Services Inflation,-0.2838828
2214,2015-10-01,8.0,Overall Inflation,0.039936
2215,2015-10-01,8.0,Services Inflation,-0.2799976
2216,2015-11-01,8.0,Overall Inflation,0.030171
2217,2015-11-01,8.0,Services Inflation,-0.2551549
2218,2015-12-01,8.0,Overall Inflation,0.0129507
2219,2015-12-01,8.0,Services Inflation,-0.2543129
2220,2016-01-01,8.0,Overall Inflation,-0.0123062
2221,2016-01-01,8.0,Services Inflation,-0.2454149
2222,2016-02-01,8.0,Overall Inflation,-0.0882817
2223,2016-02-01,8.0,Services Inflation,-0.1598671
2224,2016-03-01,8.0,Overall Inflation,-0.0762077
2225,2016-03-01,8.0,Services Inflation,-0.1640157
2226,2016-04-01,8.0,Overall Inflation,-0.0761999
2227,2016-04-01,8.0,Services Inflation,-0.1062685
2228,2016-05-01,8.0,Overall Inflation,-0.0839793
2229,2016-05-01,8.0,Services Inflation,-0.0883006
2230,2016-06-01,8.0,Overall Inflation,-0.1156278
2231,2016-06-01,8.0,Services Inflation,-0.1666913
2232,2016-07-01,8.0,Overall Inflation,-0.1493044
2233,2016-07-01,8.0,Services Inflation,-0.150419
2234,2016-08-01,8.0,Overall Inflation,-0.0946145
2235,2016-08-01,8.0,Services Inflation,-0.1452921
2236,2016-09-01,8.0,Overall Inflation,-0.0722216
2237,2016-09-01,8.0,Services Inflation,-0.068879
2238,2016-10-01,8.0,Overall Inflation,-0.0703169
2239,2016-10-01,8.0,Services Inflation,-0.0344653
2240,2016-11-01,8.0,Overall Inflation,-0.0748274
2241,2016-11-01,8.0,Services Inflation,-0.0546537
2242,2016-12-01,8.0,Overall Inflation,-0.09722
2243,2016-12-01,8.0,Services Inflation,-0.0701143
2244,2017-11-01,8.0,Overall Inflation,0.070896
2245,2017-11-01,8.0,Services Inflation,0.0743565
2246,2017-12-01,8.0,Overall Inflation,0.0815785
2247,2017-12-01,8.0,Services Inflation,0.0769047
2248,2018-01-01,8.0,Overall Inflation,0.0659873
2249,2018-01-01,8.0,Services Inflation,0.0680244
2250,2018-02-01,8.0,Overall Inflation,0.0757459
2251,2018-02-01,8.0,Services Inflation,-0.0176525
2252,2018-03-01,8.0,Overall Inflation,0.16633
2253,2018-03-01,8.0,Services Inflation,-0.0245298
2254,2018-04-01,8.0,Overall Inflation,0.158058
2255,2018-04-01,8.0,Services Inflation,-0.0058499
2256,2018-05-01,8.0,Overall Inflation,0.1689828
2257,2018-05-01,8.0,Services Inflation,-0.0112133
2258,2018-06-01,8.0,Overall Inflation,0.146392
2259,2018-06-01,8.0,Services Inflation,-0.009094
2260,2018-07-01,8.0,Overall Inflation,0.1533949
2261,2018-07-01,8.0,Services Inflation,-0.00914
2262,2018-08-01,8.0,Overall Inflation,0.2196182
2263,2018-08-01,8.0,Services Inflation,0.0204728
2264,2018-09-01,8.0,Overall Inflation,0.2458389
2265,2018-09-01,8.0,Services Inflation,0.0250129
2266,2018-10-01,8.0,Overall Inflation,0.2714809
2267,2018-10-01,8.0,Services Inflation,0.0400971
2268,2018-11-01,8.0,Overall Inflation,0.2612059
2269,2018-11-01,8.0,Services Inflation,0.0622224
2270,2018-12-01,8.0,Overall Inflation,0.2446623
2271,2018-12-01,8.0,Services Inflation,0.0723678
2272,2019-09-01,8.0,Overall Inflation,0.4161775
2273,2019-09-01,8.0,Services Inflation,0.1547382
2274,2019-10-01,8.0,Overall Inflation,0.3844543
2275,2019-10-01,8.0,Services Inflation,0.110303
2276,2019-11-01,8.0,Overall Inflation,0.4465288
2277,2019-11-01,8.0,Services Inflation,0.1738992
2278,2019-12-01,8.0,Overall Inflation,0.4242315
2279,2019-12-01,8.0,Services Inflation,0.1926142
2280,2020-01-01,8.0,Overall Inflation,0.3803191
2281,2020-01-01,8.0,Services Inflation,0.1767389
2282,2020-02-01,8.0,Overall Inflation,0.3576204
2283,2020-02-01,8.0,Services Inflation,0.1651126
2284,2020-03-01,8.0,Overall Inflation,0.3580235
2285,2020-03-01,8.0,Services Inflation,0.1966757
2286,2020-04-01,8.0,Overall Inflation,0.1423704
2287,2020-04-01,8.0,Services Inflation,0.5259444
2288,2020-05-01,8.0,Overall Inflation,0.1864936
2289,2020-05-01,8.0,Services Inflation,0.5743527
2290,2020-06-01,8.0,Overall Inflation,0.3350532
2291,2020-06-01,8.0,Services Inflation,0.4766208
2292,2020-07-01,8.0,Overall Inflation,0.4448518
2293,2020-07-01,8.0,Services Inflation,0.3950517
2294,2020-08-01,8.0,Overall Inflation,0.2543212
2295,2020-08-01,8.0,Services Inflation,0.2128913
2296,2020-09-01,8.0,Overall Inflation,0.37415
2297,2020-09-01,8.0,Services Inflation,0.3684731
2298,2020-10-01,8.0,Overall Inflation,0.3624935
2299,2020-10-01,8.0,Services Inflation,0.322481
2300,2020-11-01,8.0,Overall Inflation,0.3252743
2301,2020-11-01,8.0,Services Inflation,0.3551329
2302,2020-12-01,8.0,Overall Inflation,0.5026794
2303,2020-12-01,8.0,Services Inflation,0.4518858
2304,2021-01-01,8.0,Overall Inflation,0.3321097
2305,2021-01-01,8.0,Services Inflation,0.5908659
2306,2021-02-01,8.0,Overall Inflation,0.4009365
2307,2021-02-01,8.0,Services Inflation,0.5274253
2308,2021-03-01,8.0,Overall Inflation,0.424259
2309,2021-03-01,8.0,Services Inflation,0.437261
2310,2021-04-01,8.0,Overall Inflation,0.4237609
2311,2021-04-01,8.0,Services Inflation,0.5083562
2312,2021-05-01,8.0,Overall Inflation,0.4826979
2313,2021-05-01,8.0,Services Inflation,0.573721
2314,2021-06-01,8.0,Overall Inflation,0.3710716
2315,2021-06-01,8.0,Services Inflation,0.6258895
2316,2021-07-01,8.0,Overall Inflation,0.3681543
2317,2021-07-01,8.0,Services Inflation,0.5030906
2318,2021-08-01,8.0,Overall Inflation,0.4589935
2319,2021-08-01,8.0,Services Inflation,0.5318843
2320,2021-09-01,8.0,Overall Inflation,0.5119183
2321,2021-09-01,8.0,Services Inflation,0.4899203
2322,2021-10-01,8.0,Overall Inflation,0.5681253
2323,2021-10-01,8.0,Services Inflation,0.4935727
2324,2021-11-01,8.0,Overall Inflation,0.5675751
2325,2021-11-01,8.0,Services Inflation,0.4930052
2326,2021-12-01,8.0,Overall Inflation,0.6126063
2327,2021-12-01,8.0,Services Inflation,0.5207481
2328,2022-01-01,8.0,Overall Inflation,0.6236489
2329,2022-01-01,8.0,Services Inflation,0.5020711
2330,2022-02-01,8.0,Overall Inflation,0.6700633
2331,2022-02-01,8.0,Services Inflation,0.538903
2332,2022-03-01,8.0,Overall Inflation,0.7403603
2333,2022-03-01,8.0,Services Inflation,0.5720106
2334,2022-04-01,8.0,Overall Inflation,0.7819145
2335,2022-04-01,8.0,Services Inflation,0.6381375
2336,2022-05-01,8.0,Overall Inflation,0.8376952
2337,2022-05-01,8.0,Services Inflation,0.6769841
2338,2007-01-01,9.0,Overall Inflation,-1.252484
2339,2007-01-01,9.0,Services Inflation,-1.321384
2340,2007-02-01,9.0,Overall Inflation,-1.235593
2341,2007-02-01,9.0,Services Inflation,-1.268088
2342,2007-03-01,9.0,Overall Inflation,-1.106685
2343,2007-03-01,9.0,Services Inflation,-1.254421
2344,2007-04-01,9.0,Overall Inflation,-1.072095
2345,2007-04-01,9.0,Services Inflation,-1.238886
2346,2007-05-01,9.0,Overall Inflation,-1.035907
2347,2007-05-01,9.0,Services Inflation,-1.204832
2348,2007-06-01,9.0,Overall Inflation,-1.026648
2349,2007-06-01,9.0,Services Inflation,-1.182623
2350,2007-07-01,9.0,Overall Inflation,-1.083488
2351,2007-07-01,9.0,Services Inflation,-1.180806
2352,2007-08-01,9.0,Overall Inflation,-1.069958
2353,2007-08-01,9.0,Services Inflation,-1.154456
2354,2007-09-01,9.0,Overall Inflation,-1.028332
2355,2007-09-01,9.0,Services Inflation,-1.168053
2356,2007-10-01,9.0,Overall Inflation,-1.016621
2357,2007-10-01,9.0,Services Inflation,-1.120548
2358,2007-11-01,9.0,Overall Inflation,-0.9694122
2359,2007-11-01,9.0,Services Inflation,-1.118368
2360,2007-12-01,9.0,Overall Inflation,-0.9606707
2361,2007-12-01,9.0,Services Inflation,-1.12127
2362,2008-01-01,9.0,Overall Inflation,-0.9905252
2363,2008-01-01,9.0,Services Inflation,-1.067493
2364,2008-02-01,9.0,Overall Inflation,-0.9501365
2365,2008-02-01,9.0,Services Inflation,-1.060842
2366,2008-03-01,9.0,Overall Inflation,-0.9087508
2367,2008-03-01,9.0,Services Inflation,-1.048922
2368,2008-04-01,9.0,Overall Inflation,-0.8844507
2369,2008-04-01,9.0,Services Inflation,-1.041777
2370,2008-05-01,9.0,Overall Inflation,-0.847718
2371,2008-05-01,9.0,Services Inflation,-1.011737
2372,2008-06-01,9.0,Overall Inflation,-0.7973351
2373,2008-06-01,9.0,Services Inflation,-0.9912997
2374,2008-07-01,9.0,Overall Inflation,-0.8606365
2375,2008-07-01,9.0,Services Inflation,-0.9698045
2376,2008-08-01,9.0,Overall Inflation,-0.8307052
2377,2008-08-01,9.0,Services Inflation,-0.9768847
2378,2008-09-01,9.0,Overall Inflation,-0.8219123
2379,2008-09-01,9.0,Services Inflation,-0.9438484
2380,2008-10-01,9.0,Overall Inflation,-0.8070932
2381,2008-10-01,9.0,Services Inflation,-0.9301692
2382,2008-11-01,9.0,Overall Inflation,-0.7837288
2383,2008-11-01,9.0,Services Inflation,-0.9329297
2384,2008-12-01,9.0,Overall Inflation,-0.8117433
2385,2008-12-01,9.0,Services Inflation,-0.9189516
2386,2009-01-01,9.0,Overall Inflation,-0.8620374
2387,2009-01-01,9.0,Services Inflation,-0.8872184
2388,2009-02-01,9.0,Overall Inflation,-0.7821395
2389,2009-02-01,9.0,Services Inflation,-0.9222516
2390,2009-03-01,9.0,Overall Inflation,-0.7499923
2391,2009-03-01,9.0,Services Inflation,-0.9272371
2392,2009-04-01,9.0,Overall Inflation,-0.7281232
2393,2009-04-01,9.0,Services Inflation,-0.8807718
2394,2009-05-01,9.0,Overall Inflation,-0.6853029
2395,2009-05-01,9.0,Services Inflation,-0.84149
2396,2009-06-01,9.0,Overall Inflation,-0.6828908
2397,2009-06-01,9.0,Services Inflation,-0.8511207
2398,2009-07-01,9.0,Overall Inflation,-0.7236672
2399,2009-07-01,9.0,Services Inflation,-0.8532337
2400,2009-08-01,9.0,Overall Inflation,-0.6978868
2401,2009-08-01,9.0,Services Inflation,-0.8168457
2402,2009-09-01,9.0,Overall Inflation,-0.6995475
2403,2009-09-01,9.0,Services Inflation,-0.8200579
2404,2009-10-01,9.0,Overall Inflation,-0.6640064
2405,2009-10-01,9.0,Services Inflation,-0.814336
2406,2009-11-01,9.0,Overall Inflation,-0.6956881
2407,2009-11-01,9.0,Services Inflation,-0.8039523
2408,2009-12-01,9.0,Overall Inflation,-0.6565363
2409,2009-12-01,9.0,Services Inflation,-0.7759982
2410,2010-01-01,9.0,Overall Inflation,-0.6471615
2411,2010-01-01,9.0,Services Inflation,-0.7636825
2412,2010-02-01,9.0,Overall Inflation,-0.6364117
2413,2010-02-01,9.0,Services Inflation,-0.7504469
2414,2010-03-01,9.0,Overall Inflation,-0.6006355
2415,2010-03-01,9.0,Services Inflation,-0.752154
2416,2010-04-01,9.0,Overall Inflation,-0.6020078
2417,2010-04-01,9.0,Services Inflation,-0.7467539
2418,2010-05-01,9.0,Overall Inflation,-0.5730877
2419,2010-05-01,9.0,Services Inflation,-0.714033
2420,2010-06-01,9.0,Overall Inflation,-0.5818851
2421,2010-06-01,9.0,Services Inflation,-0.7181762
2422,2010-07-01,9.0,Overall Inflation,-0.6310172
2423,2010-07-01,9.0,Services Inflation,-0.7176141
2424,2010-08-01,9.0,Overall Inflation,-0.5784073
2425,2010-08-01,9.0,Services Inflation,-0.7249653
2426,2010-09-01,9.0,Overall Inflation,-0.6261315
2427,2010-09-01,9.0,Services Inflation,-0.6827227
2428,2010-10-01,9.0,Overall Inflation,-0.5681744
2429,2010-10-01,9.0,Services Inflation,-0.7025095
2430,2010-11-01,9.0,Overall Inflation,-0.5625949
2431,2010-11-01,9.0,Services Inflation,-0.6593042
2432,2010-12-01,9.0,Overall Inflation,-0.5185198
2433,2010-12-01,9.0,Services Inflation,-0.6864544
2434,2011-01-01,9.0,Overall Inflation,-0.4404392
2435,2011-01-01,9.0,Services Inflation,-0.6349257
2436,2011-02-01,9.0,Overall Inflation,-0.4183219
2437,2011-02-01,9.0,Services Inflation,-0.6571536
2438,2011-03-01,9.0,Overall Inflation,-0.4020418
2439,2011-03-01,9.0,Services Inflation,-0.6194658
2440,2011-04-01,9.0,Overall Inflation,-0.3778693
2441,2011-04-01,9.0,Services Inflation,-0.6309123
2442,2011-05-01,9.0,Overall Inflation,-0.3543124
2443,2011-05-01,9.0,Services Inflation,-0.6142116
2444,2011-06-01,9.0,Overall Inflation,-0.3315927
2445,2011-06-01,9.0,Services Inflation,-0.6135755
2446,2011-07-01,9.0,Overall Inflation,-0.3249859
2447,2011-07-01,9.0,Services Inflation,-0.6038109
2448,2011-08-01,9.0,Overall Inflation,-0.2850371
2449,2011-08-01,9.0,Services Inflation,-0.5840184
2450,2011-09-01,9.0,Overall Inflation,-0.2348845
2451,2011-09-01,9.0,Services Inflation,-0.6011124
2452,2011-10-01,9.0,Overall Inflation,-0.2530296
2453,2011-10-01,9.0,Services Inflation,-0.5566322
2454,2011-11-01,9.0,Overall Inflation,-0.2271638
2455,2011-11-01,9.0,Services Inflation,-0.5526829
2456,2011-12-01,9.0,Overall Inflation,-0.2616579
2457,2011-12-01,9.0,Services Inflation,-0.56117
2458,2012-01-01,9.0,Overall Inflation,-0.2726747
2459,2012-01-01,9.0,Services Inflation,-0.5763937
2460,2012-02-01,9.0,Overall Inflation,-0.1675673
2461,2012-02-01,9.0,Services Inflation,-0.5206802
2462,2012-03-01,9.0,Overall Inflation,-0.1508676
2463,2012-03-01,9.0,Services Inflation,-0.5573343
2464,2012-04-01,9.0,Overall Inflation,-0.1499637
2465,2012-04-01,9.0,Services Inflation,-0.5397233
2466,2012-05-01,9.0,Overall Inflation,-0.1638707
2467,2012-05-01,9.0,Services Inflation,-0.5645699
2468,2012-06-01,9.0,Overall Inflation,-0.197626
2469,2012-06-01,9.0,Services Inflation,-0.5682024
2470,2012-07-01,9.0,Overall Inflation,-0.2260643
2471,2012-07-01,9.0,Services Inflation,-0.5066852
2472,2012-08-01,9.0,Overall Inflation,-0.1796274
2473,2012-08-01,9.0,Services Inflation,-0.5242904
2474,2012-09-01,9.0,Overall Inflation,-0.1370428
2475,2012-09-01,9.0,Services Inflation,-0.4982589
2476,2012-10-01,9.0,Overall Inflation,-0.1386735
2477,2012-10-01,9.0,Services Inflation,-0.4829592
2478,2012-11-01,9.0,Overall Inflation,-0.1213283
2479,2012-11-01,9.0,Services Inflation,-0.4797744
2480,2012-12-01,9.0,Overall Inflation,-0.1335247
2481,2012-12-01,9.0,Services Inflation,-0.4837505
2482,2013-01-01,9.0,Overall Inflation,-0.1376747
2483,2013-01-01,9.0,Services Inflation,-0.4599311
2484,2013-02-01,9.0,Overall Inflation,-0.0597774
2485,2013-02-01,9.0,Services Inflation,-0.4543569
2486,2013-03-01,9.0,Overall Inflation,-0.0387507
2487,2013-03-01,9.0,Services Inflation,-0.5015373
2488,2013-04-01,9.0,Overall Inflation,-0.0365724
2489,2013-04-01,9.0,Services Inflation,-0.5082309
2490,2013-05-01,9.0,Overall Inflation,-0.0394936
2491,2013-05-01,9.0,Services Inflation,-0.4903364
2492,2013-06-01,9.0,Overall Inflation,-0.0283998
2493,2013-06-01,9.0,Services Inflation,-0.4487393
2494,2013-07-01,9.0,Overall Inflation,-0.0480786
2495,2013-07-01,9.0,Services Inflation,-0.4640101
2496,2013-08-01,9.0,Overall Inflation,-0.0407589
2497,2013-08-01,9.0,Services Inflation,-0.4723473
2498,2013-09-01,9.0,Overall Inflation,0.0093475
2499,2013-09-01,9.0,Services Inflation,-0.4584606
2500,2013-10-01,9.0,Overall Inflation,0.0207699
2501,2013-10-01,9.0,Services Inflation,-0.438325
2502,2013-11-01,9.0,Overall Inflation,0.0291173
2503,2013-11-01,9.0,Services Inflation,-0.4431181
2504,2013-12-01,9.0,Overall Inflation,0.0402595
2505,2013-12-01,9.0,Services Inflation,-0.4452029
2506,2014-01-01,9.0,Overall Inflation,0.0110751
2507,2014-01-01,9.0,Services Inflation,-0.4250083
2508,2014-02-01,9.0,Overall Inflation,0.0175634
2509,2014-02-01,9.0,Services Inflation,-0.3641566
2510,2014-03-01,9.0,Overall Inflation,0.0186312
2511,2014-03-01,9.0,Services Inflation,-0.3559798
2512,2014-04-01,9.0,Overall Inflation,-0.0076063
2513,2014-04-01,9.0,Services Inflation,-0.3499503
2514,2014-05-01,9.0,Overall Inflation,0.0171606
2515,2014-05-01,9.0,Services Inflation,-0.3457634
2516,2014-06-01,9.0,Overall Inflation,0.0140953
2517,2014-06-01,9.0,Services Inflation,-0.3130072
2518,2014-07-01,9.0,Overall Inflation,-0.0293082
2519,2014-07-01,9.0,Services Inflation,-0.30599
2520,2014-08-01,9.0,Overall Inflation,0.01017
