dateStata,type,values,,,,,,,,,,,,,,
2020-10-01,total inflation,0.7037467,,,,,,,,,,,,,,
2020-11-01,total inflation,0.5505193,,,,,,,,,,,,,,
2020-12-01,total inflation,0.685167,,,,,,,,,,,,,,
2021-01-01,total inflation,0.5342314,,,,,,,,,,,,,,
2021-02-01,total inflation,0.5841163,,,,,,,,,,,,,,
2021-03-01,total inflation,0.6029654,,,,,,,,,,,,,,
2021-04-01,total inflation,0.6196432,,,,,,,,,,,,,,
2021-05-01,total inflation,0.6963728,,,,,,,,,,,,,,
2021-06-01,total inflation,0.7258721,,,,,,,,,,,,,,
2021-07-01,total inflation,0.7377505,,,,,,,,,,,,,,
2021-08-01,total inflation,0.7846645,,,,,,,,,,,,,,
2021-09-01,total inflation,0.8137974,,,,,,,,,,,,,,
2021-10-01,total inflation,0.8474446,,,,,,,,,,,,,,
2021-11-01,total inflation,0.8768757,,,,,,,,,,,,,,
2021-12-01,total inflation,0.8995402,,,,,,,,,,,,,,
2022-01-01,total inflation,0.9170374,,,,,,,,,,,,,,
2022-02-01,total inflation,0.9523512,,,,,,,,,,,,,,
2022-03-01,total inflation,1.026268,,,,,,,,,,,,,,
2022-04-01,total inflation,1.063074,,,,,,,,,,,,,,
2022-05-01,total inflation,1.123678,,,,,,,,,,,,,,
